#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2011 07 23 14 50 999 99.0 99.0  1.39  9.09  6.53 999 1019.8  13.1  14.9 999.0 99.0 99.00
2011 07 23 15 50 999 99.0 99.0  1.48  9.09  6.61 999 1020.2  13.1  14.9 999.0 99.0 99.00
2011 07 23 16 50 999 99.0 99.0  1.36 14.81  6.54 999 1020.2  13.4  14.9 999.0 99.0 99.00
2011 07 23 17 50 999 99.0 99.0  1.49  9.09  6.57 999 1020.2  13.3  14.9 999.0 99.0 99.00
2011 07 23 18 50 999 99.0 99.0  1.50  9.09  6.57 999 1020.3  13.7  15.0 999.0 99.0 99.00
2011 07 23 19 50 999 99.0 99.0  1.52  8.33  6.82 999 1020.3  14.3  15.1 999.0 99.0 99.00
2011 07 23 20 50 999 99.0 99.0  1.51  8.33  6.78 999 1020.2  14.2  15.2 999.0 99.0 99.00
2011 07 23 21 50 999 99.0 99.0  1.46  9.09  6.70 999 1019.8  14.6  15.4 999.0 99.0 99.00
2011 07 23 22 50 999 99.0 99.0  1.44  8.33  6.49 999 1019.6  14.6  15.6 999.0 99.0 99.00
2011 07 23 23 50 999 99.0 99.0  1.35  8.33  6.62 999 1019.3  14.8  15.7 999.0 99.0 99.00
2011 07 24 00 50 999 99.0 99.0  1.23  9.09  6.51 999 1018.9  14.8  15.6 999.0 99.0 99.00
2011 07 24 01 50 999 99.0 99.0  1.33  9.09  6.81 999 1018.7  15.1  15.5 999.0 99.0 99.00
2011 07 24 02 50 999 99.0 99.0  1.16  9.09  6.42 999 1018.5  15.1  15.4 999.0 99.0 99.00
2011 07 24 03 50 999 99.0 99.0  1.28  8.33  6.77 999 1018.6  14.9  15.4 999.0 99.0 99.00
2011 07 24 04 50 999 99.0 99.0  1.29  9.09  6.85 999 1018.7  14.7  15.3 999.0 99.0 99.00
2011 07 24 05 50 999 99.0 99.0  1.25 13.79  7.05 999 1019.1  14.4  15.3 999.0 99.0 99.00
2011 07 24 06 50 999 99.0 99.0  1.33 13.79  6.99 999 1019.3  14.4  15.3 999.0 99.0 99.00
2011 07 24 07 50 999 99.0 99.0  1.35 13.79  6.94 999 1019.6  14.1  15.2 999.0 99.0 99.00
2011 07 24 08 50 999 99.0 99.0  1.38 13.79  7.07 999 1019.6  13.9  15.2 999.0 99.0 99.00
2011 07 24 09 50 999 99.0 99.0  1.38  9.09  7.19 999 1019.3  13.7  15.2 999.0 99.0 99.00
2011 07 24 10 50 999 99.0 99.0  1.28 13.79  7.12 999 1019.1  13.7  15.2 999.0 99.0 99.00
2011 07 24 11 50 999 99.0 99.0  1.27 13.79  7.13 999 1019.0  14.2  15.2 999.0 99.0 99.00
2011 07 24 12 50 999 99.0 99.0  1.32  8.33  6.94 999 1019.1  14.7  15.2 999.0 99.0 99.00
2011 07 24 13 50 999 99.0 99.0  1.23  9.09  6.62 999 1019.8  15.0  15.2 999.0 99.0 99.00
2011 07 24 14 50 999 99.0 99.0  1.20  8.33  6.76 999 1020.1  15.0  15.3 999.0 99.0 99.00
2011 07 24 15 50 999 99.0 99.0  1.35 13.79  7.21 999 1020.4  15.2  15.3 999.0 99.0 99.00
2011 07 24 16 50 999 99.0 99.0  1.44  9.09  7.28 999 1020.6  15.3  15.3 999.0 99.0 99.00
2011 07 24 17 50 999 99.0 99.0  1.50  9.09  7.29 999 1020.9  15.4  15.4 999.0 99.0 99.00
2011 07 24 18 50 999 99.0 99.0  1.55  9.09  7.43 999 1021.0  15.7  15.7 999.0 99.0 99.00
2011 07 24 19 50 999 99.0 99.0  1.75  9.09  7.57 999 1021.0  15.6  15.7 999.0 99.0 99.00
2011 07 24 20 50 999 99.0 99.0  1.62 10.00  7.26 999 1020.9  15.9  15.9 999.0 99.0 99.00
2011 07 24 21 50 999 99.0 99.0  1.68 10.00  7.46 999 1021.0  15.7  16.3 999.0 99.0 99.00
2011 07 24 22 50 999 99.0 99.0  1.62  9.09  7.32 999 1021.2  15.6  16.1 999.0 99.0 99.00
2011 07 24 23 50 999 99.0 99.0  1.70 10.00  7.80 999 1021.0  15.6  15.9 999.0 99.0 99.00
2011 07 25 00 50 999 99.0 99.0  1.77 13.79  7.68 999 1020.8  15.7  15.8 999.0 99.0 99.00
2011 07 25 01 50 999 99.0 99.0  1.64  9.09  7.50 999 1020.6  15.7  15.9 999.0 99.0 99.00
2011 07 25 02 50 999 99.0 99.0  1.57  9.09  7.37 999 1020.6  15.7  15.8 999.0 99.0 99.00
2011 07 25 03 50 999 99.0 99.0  1.83 10.00  7.56 999 1020.7  15.6  15.7 999.0 99.0 99.00
2011 07 25 04 50 999 99.0 99.0  1.79  9.09  7.55 999 1020.9  15.9  15.7 999.0 99.0 99.00
2011 07 25 05 50 999 99.0 99.0  2.01  9.09  8.02 999 1021.0  15.9  15.7 999.0 99.0 99.00
2011 07 25 06 50 999 99.0 99.0  2.01  9.09  7.96 999 1020.8  15.8  15.7 999.0 99.0 99.00
2011 07 25 07 50 999 99.0 99.0  1.99 10.00  7.84 999 1021.1  14.9  15.6 999.0 99.0 99.00
2011 07 25 08 50 999 99.0 99.0  1.84  9.09  7.23 999 1020.9  14.4  15.7 999.0 99.0 99.00
2011 07 25 09 50 999 99.0 99.0  1.70 11.43  7.32 999 1020.6  14.6  15.7 999.0 99.0 99.00
2011 07 25 10 50 999 99.0 99.0  1.72 11.43  7.49 999 1020.6  14.9  15.7 999.0 99.0 99.00
2011 07 25 11 50 999 99.0 99.0  1.60 10.81  7.57 999 1020.5  15.0  15.6 999.0 99.0 99.00
2011 07 25 12 50 999 99.0 99.0  1.49 10.81  7.35 999 1020.6  15.1  15.6 999.0 99.0 99.00
2011 07 25 13 50 999 99.0 99.0  1.57 10.81  7.40 999 1020.8  15.1  15.5 999.0 99.0 99.00
2011 07 25 14 50 999 99.0 99.0  1.58  9.09  7.34 999 1021.3  15.1  15.5 999.0 99.0 99.00
2011 07 25 15 50 999 99.0 99.0  1.67 10.00  7.16 999 1021.7  14.4  15.5 999.0 99.0 99.00
2011 07 25 16 50 999 99.0 99.0  1.52 10.00  6.87 999 1021.9  13.9  15.5 999.0 99.0 99.00
2011 07 25 17 50 999 99.0 99.0  1.54 10.00  6.90 999 1022.4  14.3  15.5 999.0 99.0 99.00
2011 07 25 18 50 999 99.0 99.0  1.72  9.09  6.99 999 1022.6  15.1  15.6 999.0 99.0 99.00
2011 07 25 19 50 999 99.0 99.0  1.75  9.09  6.83 999 1022.8  15.1  15.6 999.0 99.0 99.00
2011 07 25 20 50 999 99.0 99.0  1.65  9.09  6.62 999 1022.9  15.2  15.7 999.0 99.0 99.00
2011 07 25 21 50 999 99.0 99.0  1.82  9.09  6.92 999 1023.1  15.2  15.7 999.0 99.0 99.00
2011 07 25 22 50 999 99.0 99.0  1.67  9.09  6.83 999 1023.1  15.1  15.7 999.0 99.0 99.00
2011 07 25 23 50 999 99.0 99.0  1.63  9.09  6.67 999 1023.0  15.2  15.7 999.0 99.0 99.00
2011 07 26 00 50 999 99.0 99.0  1.69  9.09  6.87 999 1022.9  15.1  15.7 999.0 99.0 99.00
2011 07 26 01 50 999 99.0 99.0  1.56  9.09  6.78 999 1022.5  14.9  15.7 999.0 99.0 99.00
2011 07 26 02 50 999 99.0 99.0  1.48 13.79  6.51 999 1022.6  14.8  15.7 999.0 99.0 99.00
2011 07 26 03 50 999 99.0 99.0  1.50 12.90  6.33 999 1022.5  14.2  15.6 999.0 99.0 99.00
2011 07 26 04 50 999 99.0 99.0  1.43  9.09  5.93 999 1022.9  13.7  15.6 999.0 99.0 99.00
2011 07 26 05 50 999 99.0 99.0  1.36 12.90  6.42 999 1023.2  13.4  15.5 999.0 99.0 99.00
2011 07 26 06 50 999 99.0 99.0  1.30 12.90  6.39 999 1022.8  14.2  15.5 999.0 99.0 99.00
2011 07 26 07 50 999 99.0 99.0  1.45 12.90  6.05 999 1022.9  14.3  15.4 999.0 99.0 99.00
2011 07 26 08 50 999 99.0 99.0  1.44  9.09  6.26 999 1022.7  14.7  15.3 999.0 99.0 99.00
2011 07 26 09 50 999 99.0 99.0  1.43 12.90  6.03 999 1022.7  14.5  15.3 999.0 99.0 99.00
2011 07 26 10 50 999 99.0 99.0  1.41  9.09  6.02 999 1022.8  14.5  15.5 999.0 99.0 99.00
2011 07 26 11 50 999 99.0 99.0  1.40 12.90  6.17 999 1022.5  14.1  15.5 999.0 99.0 99.00
2011 07 26 12 50 999 99.0 99.0  1.42  8.33  5.92 999 1022.5  13.6  15.5 999.0 99.0 99.00
2011 07 26 13 50 999 99.0 99.0  1.36 12.90  5.95 999 1022.6  13.9  15.5 999.0 99.0 99.00
2011 07 26 14 50 999 99.0 99.0  1.57 12.12  5.94 999 1022.9  13.3  15.5 999.0 99.0 99.00
2011 07 26 15 50 999  7.4 99.0  1.51  8.33  5.35 999 1023.2  13.1  15.4 999.0 99.0 99.00
2011 07 26 16 50 999  7.3 99.0  1.46 12.90  5.29 999 1023.4  14.2  15.4 999.0 99.0 99.00
2011 07 26 17 50 999  6.6 99.0  1.38 12.90  5.33 999 1023.7  14.4  15.4 999.0 99.0 99.00
2011 07 26 18 50 999  7.0 99.0  1.44  7.69  5.44 999 1023.8  13.9  15.4 999.0 99.0 99.00
2011 07 26 19 50 999  7.0 99.0  1.48 14.81  5.67 999 1023.8  14.0  15.5 999.0 99.0 99.00
2011 07 26 20 50 999  9.6 99.0  1.43 12.12  5.43 999 1023.6  14.1  15.5 999.0 99.0 99.00
2011 07 26 21 50 999  9.3 99.0  1.51 14.81  5.42 999 1023.8  14.4  15.5 999.0 99.0 99.00
2011 07 26 22 50 999  9.9 99.0  1.47 13.79  5.36 999 1023.3  14.5  15.5 999.0 99.0 99.00
2011 07 26 23 50 999  9.0 99.0  1.49 13.79  5.38 999 1023.4  14.3  15.5 999.0 99.0 99.00
2011 07 27 00 50 999  8.8 99.0  1.67 13.79  5.47 999 1023.6  14.6  15.5 999.0 99.0 99.00
2011 07 27 01 50 999  8.6 99.0  1.60 13.79  5.34 999 1023.4  13.9  15.5 999.0 99.0 99.00
2011 07 27 02 50 999  9.5 99.0  1.64 13.79  5.41 999 1023.4  14.4  15.4 999.0 99.0 99.00
2011 07 27 03 50 999  8.9 99.0  1.75 13.79  5.36 999 1023.7  14.5  15.4 999.0 99.0 99.00
2011 07 27 04 50 999  9.6 99.0  1.67 13.79  5.39 999 1024.1  14.5  15.4 999.0 99.0 99.00
2011 07 27 05 50 999  9.7 99.0  1.81 13.79  5.53 999 1024.5  14.5  15.3 999.0 99.0 99.00
2011 07 27 06 50 999  9.7 99.0  1.66  6.25  5.19 999 1024.6  14.3  15.3 999.0 99.0 99.00
2011 07 27 07 50 999  9.2 11.0  1.82 13.79  5.46 999 1024.5  14.5  15.3 999.0 99.0 99.00
2011 07 27 08 50 999  8.4 10.5  1.84 12.90  5.36 999 1024.7  14.6  15.3 999.0 99.0 99.00
2011 07 27 09 50 999  8.4  9.5  2.01 12.90  5.63 999 1024.5  14.3  15.3 999.0 99.0 99.00
2011 07 27 10 50 999  8.6 10.4  2.01 12.90  5.79 999 1024.8  14.5  15.3 999.0 99.0 99.00
2011 07 27 11 50 999  9.8 11.4  1.77 12.12  5.52 999 1024.6  14.4  15.3 999.0 99.0 99.00
2011 07 27 12 50 999  9.3 11.6  2.06 12.90  5.86 999 1024.8  14.5  15.3 999.0 99.0 99.00
2011 07 27 13 50 999  9.3 11.3  1.96 12.90  5.72 999 1025.2  14.4  15.3 999.0 99.0 99.00
2011 07 27 14 50 999  9.7 11.4  1.96 12.90  5.83 999 1025.7  14.4  15.3 999.0 99.0 99.00
2011 07 27 15 50 999  9.1 11.3  1.99 12.12  5.98 999 1026.2  14.2  15.3 999.0 99.0 99.00
2011 07 27 16 50 999  9.3 11.4  2.09 12.12  5.83 999 1026.2  14.3  15.2 999.0 99.0 99.00
2011 07 27 17 50 999  9.5 11.0  1.97 12.12  5.78 999 1026.4  14.2  15.2 999.0 99.0 99.00
2011 07 27 18 50 999  8.6 10.2  2.08 11.43  5.97 999 1026.9  14.5  15.2 999.0 99.0 99.00
2011 07 27 19 50 999  8.4 10.0  2.11 11.43  6.02 999 1027.1  14.5  15.2 999.0 99.0 99.00
2011 07 27 20 50 999  8.5  9.5  2.20 12.12  5.96 999 1026.9  14.7  15.2 999.0 99.0 99.00
2011 07 27 21 50 999  8.2  9.5  2.13 12.12  6.12 999 1027.0  14.8  15.3 999.0 99.0 99.00
2011 07 27 22 50 999  8.7  9.9  2.09 12.12  6.20 999 1026.9  14.8  15.3 999.0 99.0 99.00
2011 07 27 23 50 999  8.9 10.0  2.06 11.43  6.02 999 1026.5  14.9  15.3 999.0 99.0 99.00
2011 07 28 00 50 999  8.6 10.0  2.01 11.43  6.11 999 1026.6  15.0  15.3 999.0 99.0 99.00
2011 07 28 01 50 999  8.9 10.3  2.08 11.43  5.93 999 1026.5  15.0  15.2 999.0 99.0 99.00
2011 07 28 02 50 999  9.4 10.9  1.94 11.43  5.84 999 1026.2  14.8  15.2 999.0 99.0 99.00
2011 07 28 03 50 999  9.8 11.0  1.84  5.56  5.40 999 1026.1  14.8  15.2 999.0 99.0 99.00
2011 07 28 04 50 999  9.8 11.3  1.84 11.43  5.41 999 1026.3  14.7  15.2 999.0 99.0 99.00
2011 07 28 05 50 999 10.5 12.2  1.82 12.12  5.38 999 1026.7  14.7  15.2 999.0 99.0 99.00
2011 07 28 06 50 999 10.1 12.0  2.06 11.43  5.60 999 1026.7  14.7  15.2 999.0 99.0 99.00
2011 07 28 07 50 999  9.6 11.1  2.00  5.88  5.52 999 1026.6  14.7  15.2 999.0 99.0 99.00
2011 07 28 08 50 999 10.4 12.3  2.15 10.81  5.71 999 1026.2  14.7  15.2 999.0 99.0 99.00
2011 07 28 09 50 999 10.2 12.6  2.13  5.56  5.57 999 1026.1  14.7  15.2 999.0 99.0 99.00
2011 07 28 10 50 999 10.9 13.1  2.20 11.43  5.71 999 1026.0  14.8  15.2 999.0 99.0 99.00
2011 07 28 11 50 999 10.8 12.9  2.23 10.81  5.82 999 1026.0  14.9  15.2 999.0 99.0 99.00
2011 07 28 12 50 999 11.4 14.4  2.22 10.81  5.67 999 1026.1  14.6  15.2 999.0 99.0 99.00
2011 07 28 13 50 999 10.7 13.0  2.28  6.67  5.75 999 1026.5  14.8  15.2 999.0 99.0 99.00
2011 07 28 14 50 999  9.7 11.3  2.39  6.25  5.81 999 1026.8  14.9  15.2 999.0 99.0 99.00
2011 07 28 15 50 999  9.9 12.0  2.27  6.25  5.84 999 1027.0  15.2  15.2 999.0 99.0 99.00
2011 07 28 16 50 999  9.6 11.4  2.04  6.25  5.65 999 1027.0  15.6  15.2 999.0 99.0 99.00
2011 07 28 17 50 999  8.9 10.8  2.23  6.67  5.80 999 1027.0  15.6  15.2 999.0 99.0 99.00
2011 07 28 18 50 999  8.9 10.5  2.09  6.25  5.75 999 1027.1  15.6  15.2 999.0 99.0 99.00
2011 07 28 19 50 999  9.3 10.7  2.13  6.67  5.64 999 1027.1  15.7  15.2 999.0 99.0 99.00
2011 07 28 20 50 999  9.1 10.7  2.09  6.25  5.60 999 1027.1  15.8  15.2 999.0 99.0 99.00
2011 07 28 21 50 999  9.4 11.2  2.03  7.14  5.74 999 1026.8  15.9  15.3 999.0 99.0 99.00
2011 07 28 22 50 999  9.6 11.0  1.95  6.67  5.49 999 1026.7  15.2  15.3 999.0 99.0 99.00
2011 07 28 23 50 999  9.8 11.7  2.01  7.14  5.49 999 1026.4  14.7  15.3 999.0 99.0 99.00
2011 07 29 00 50 999 10.2 11.9  1.99  5.88  5.60 999 1026.0  14.4  15.3 999.0 99.0 99.00
2011 07 29 01 50 999 10.7 12.8  1.98  6.25  5.50 999 1025.6  14.1  15.3 999.0 99.0 99.00
2011 07 29 02 50 999 10.0 12.0  2.07  6.25  5.49 999 1025.5  14.2  15.3 999.0 99.0 99.00
2011 07 29 03 50 999 10.2 12.2  1.97  5.88  5.35 999 1025.4  14.3  15.2 999.0 99.0 99.00
2011 07 29 04 50 999 10.3 12.5  1.94  5.88  5.33 999 1025.7  14.0  15.2 999.0 99.0 99.00
2011 07 29 05 50 999  9.3 12.5  1.96  5.88  5.41 999 1025.9  13.9  15.2 999.0 99.0 99.00
2011 07 29 06 50 999 10.0 13.0  1.97  6.67  5.50 999 1025.7  13.9  15.2 999.0 99.0 99.00
2011 07 29 07 50 999  9.8 12.0  1.92  5.88  5.30 999 1025.4  14.2  15.2 999.0 99.0 99.00
2011 07 29 08 50 999 10.4 13.0  2.03  5.88  5.54 999 1025.3  14.1  15.2 999.0 99.0 99.00
2011 07 29 09 50 999 10.6 12.8  2.00  6.67  5.40 999 1024.9  14.1  15.2 999.0 99.0 99.00
2011 07 29 10 50 999 10.0 11.9  2.07  5.88  5.59 999 1024.6  14.2  15.2 999.0 99.0 99.00
2011 07 29 11 50 999 10.7 13.0  1.96  8.33  5.61 999 1024.4  14.4  15.2 999.0 99.0 99.00
2011 07 29 12 50 999 10.1 12.3  2.04  6.25  5.50 999 1024.2  14.1  15.1 999.0 99.0 99.00
2011 07 29 13 50 999 10.2 11.5  2.07  6.67  5.47 999 1024.2  14.1  15.1 999.0 99.0 99.00
2011 07 29 14 50 999 10.5 12.7  2.02  6.25  5.54 999 1024.2  14.2  15.1 999.0 99.0 99.00
2011 07 29 15 50 999 10.5 12.4  1.98  6.67  5.55 999 1024.4  14.3  15.1 999.0 99.0 99.00
2011 07 29 16 50 999 10.2 11.6  2.10  7.14  5.54 999 1024.6  14.3  15.1 999.0 99.0 99.00
2011 07 29 17 50 999 10.7 12.5  2.08  5.88  5.45 999 1024.6  14.5  15.1 999.0 99.0 99.00
2011 07 29 18 50 999 10.4 12.8  1.91  5.56  5.30 999 1024.6  14.5  15.1 999.0 99.0 99.00
2011 07 29 19 50 999  9.4 11.1  1.87  7.14  5.37 999 1024.7  14.6  15.2 999.0 99.0 99.00
2011 07 29 20 50 999  9.6 10.7  1.93  5.88  5.50 999 1024.5  14.6  15.2 999.0 99.0 99.00
2011 07 29 21 50 999  8.9 10.9  1.96  5.88  5.54 999 1024.5  14.6  15.2 999.0 99.0 99.00
2011 07 29 22 50 999  8.9 10.0  1.92  5.88  5.65 999 1024.0  14.7  15.2 999.0 99.0 99.00
2011 07 29 23 50 999  9.9 11.7  2.02  7.14  5.76 999 1023.7  14.7  15.2 999.0 99.0 99.00
2011 07 30 00 50 999  9.4 11.0  1.80  7.69  5.60 999 1023.6  14.6  15.2 999.0 99.0 99.00
2011 07 30 01 50 999  9.3 11.6  1.83  6.25  5.56 999 1023.3  14.7  15.2 999.0 99.0 99.00
2011 07 30 02 50 999 10.2 12.2  2.00  5.88  5.58 999 1023.4  14.6  15.2 999.0 99.0 99.00
2011 07 30 03 50 999 10.2 12.1  1.93  5.56  5.38 999 1023.4  14.5  15.2 999.0 99.0 99.00
2011 07 30 04 50 999 10.7 12.8  1.92  5.88  5.46 999 1023.4  14.4  15.2 999.0 99.0 99.00
2011 07 30 05 50 999 10.1 11.8  2.08  5.88  5.68 999 1023.6  14.4  15.2 999.0 99.0 99.00
2011 07 30 06 50 999 10.0 11.7  2.03  5.56  5.33 999 1023.6  14.2  15.2 999.0 99.0 99.00
2011 07 30 07 50 999  9.7 11.3  2.06  5.88  5.65 999 1023.4  14.4  15.2 999.0 99.0 99.00
2011 07 30 08 50 999 10.3 11.8  1.95  6.25  5.53 999 1023.3  14.5  15.2 999.0 99.0 99.00
2011 07 30 09 50 999  9.6 12.0  1.82  6.25  5.44 999 1023.0  14.4  15.1 999.0 99.0 99.00
2011 07 30 10 50 999  9.5 11.0  1.85  6.25  5.49 999 1022.9  14.1  15.1 999.0 99.0 99.00
2011 07 30 11 50 999  8.9 10.7  2.01  6.25  5.62 999 1022.8  14.1  15.1 999.0 99.0 99.00
2011 07 30 12 50 999  8.2 10.3  1.83  6.25  5.55 999 1022.7  14.2  15.1 999.0 99.0 99.00
2011 07 30 13 50 999  7.7  9.2  1.93  6.67  5.61 999 1022.9  14.1  15.1 999.0 99.0 99.00
2011 07 30 14 50 999  8.6 11.1  1.97  6.25  5.74 999 1023.0  14.0  15.1 999.0 99.0 99.00
2011 07 30 15 50 999  8.5 10.3  1.66  6.67  5.57 999 1023.0  14.1  15.1 999.0 99.0 99.00
2011 07 30 16 50 999  7.6 10.2  1.68 14.81  5.83 999 1023.2  14.3  15.2 999.0 99.0 99.00
2011 07 30 17 50 999  7.2  9.1  1.59  5.88  5.53 999 1023.0  14.5  15.2 999.0 99.0 99.00
2011 07 30 18 50 999  6.7  8.6  1.56 16.00  5.84 999 1023.1  14.7  15.2 999.0 99.0 99.00
2011 07 30 19 50 999  6.1  7.5  1.58 14.81  5.83 999 1022.9  14.9  15.3 999.0 99.0 99.00
2011 07 30 20 50 999  6.9  8.9  1.53  5.88  5.71 999 1022.5  15.2  15.4 999.0 99.0 99.00
2011 07 30 21 50 999  6.1  7.2  1.37 13.79  5.61 999 1022.6  15.4  15.4 999.0 99.0 99.00
2011 07 30 22 50 999  6.3  8.1  1.42 14.81  5.58 999 1022.1  15.6  15.4 999.0 99.0 99.00
2011 07 30 23 50 999  6.5  8.1  1.47 12.90  5.58 999 1021.8  15.7  15.5 999.0 99.0 99.00
2011 07 31 00 50 999  6.5  8.2  1.45 13.79  5.89 999 1021.5  15.7  15.5 999.0 99.0 99.00
2011 07 31 01 50 999  7.4  9.4  1.57 14.81  6.02 999 1021.3  15.7  15.5 999.0 99.0 99.00
2011 07 31 02 50 999  9.2 11.3  1.53 13.79  5.50 999 1021.1  15.5  15.5 999.0 99.0 99.00
2011 07 31 03 50 999  7.9  9.5  1.45 13.79  5.46 999 1021.2  15.3  15.4 999.0 99.0 99.00
2011 07 31 04 50 999  7.1  8.4  1.42 14.81  5.43 999 1021.3  15.4  15.4 999.0 99.0 99.00
2011 07 31 05 50 999  5.4  6.8  1.37 13.79  5.48 999 1021.5  15.3  15.4 999.0 99.0 99.00
2011 07 31 06 50 999  6.7  8.1  1.30 12.90  5.64 999 1021.2  15.3  15.4 999.0 99.0 99.00
2011 07 31 07 50 999  7.0  8.6  1.35 12.90  5.67 999 1021.1  15.3  15.4 999.0 99.0 99.00
2011 07 31 08 50 999  6.8  8.2  1.33 12.90  5.66 999 1020.9  15.2  15.4 999.0 99.0 99.00
2011 07 31 09 50 999  6.2  7.8  1.37 14.81  5.95 999 1020.9  15.2  15.4 999.0 99.0 99.00
2011 07 31 10 50 999  6.5  8.2  1.48 13.79  6.17 999 1020.9  15.0  15.4 999.0 99.0 99.00
2011 07 31 11 50 999  5.9  8.6  1.41 13.79  5.94 999 1021.0  15.0  15.4 999.0 99.0 99.00
2011 07 31 12 50 999  8.0  9.7  1.55 13.79  6.23 999 1020.9  14.6  15.4 999.0 99.0 99.00
2011 07 31 13 50 999  8.3 10.2  1.48 13.79  5.88 999 1021.3  14.4  15.4 999.0 99.0 99.00
2011 07 31 14 50 999  9.6 11.3  1.38 13.79  5.68 999 1021.6  14.1  15.3 999.0 99.0 99.00
2011 07 31 15 50 999  8.1  9.6  1.57 13.79  6.02 999 1021.9  14.5  15.3 999.0 99.0 99.00
2011 07 31 16 50 999  7.0  8.8  1.50 14.81  5.72 999 1022.0  14.9  15.3 999.0 99.0 99.00
2011 07 31 17 50 999  8.1 10.0  1.42 13.79  5.70 999 1022.0  14.8  15.3 999.0 99.0 99.00
2011 07 31 18 50 999  6.8  8.5  1.43 13.79  5.63 999 1022.3  14.7  15.3 999.0 99.0 99.00
2011 07 31 19 50 999  5.9  7.8  1.45 14.81  5.74 999 1022.4  14.8  15.3 999.0 99.0 99.00
2011 07 31 20 50 999  7.3  9.0  1.39 13.79  5.65 999 1022.4  15.0  15.4 999.0 99.0 99.00
2011 07 31 21 50 999  6.8  8.4  1.37 13.79  5.58 999 1022.4  15.1  15.4 999.0 99.0 99.00
2011 07 31 22 50 999  6.9  8.3  1.39  7.69  5.58 999 1022.6  15.2  15.4 999.0 99.0 99.00
2011 07 31 23 50 999  6.0  8.1  1.50  9.09  6.16 999 1022.5  15.2  15.5 999.0 99.0 99.00
2011 08 01 00 50 999  5.6  7.1  1.40  8.33  6.04 999 1022.3  15.1  15.5 999.0 99.0 99.00
2011 08 01 01 50 999  5.8  6.7  1.43  8.33  6.18 999 1022.1  15.1  15.4 999.0 99.0 99.00
2011 08 01 02 50 999  5.4  7.0  1.45  8.33  6.21 999 1022.1  15.1  15.4 999.0 99.0 99.00
2011 08 01 03 50 999  6.3  9.2  1.35  7.14  6.02 999 1022.1  15.0  15.4 999.0 99.0 99.00
2011 08 01 04 50 999  4.8  6.9  1.36  8.33  6.04 999 1022.3  15.0  15.4 999.0 99.0 99.00
2011 08 01 05 50 999  5.5  7.4  1.35  8.33  6.15 999 1022.7  14.9  15.4 999.0 99.0 99.00
2011 08 01 06 50 999  4.8  6.7  1.40  7.14  6.27 999 1022.7  14.8  15.4 999.0 99.0 99.00
2011 08 01 07 50 999  3.2  6.0  1.32  8.33  6.18 999 1022.6  14.8  15.4 999.0 99.0 99.00
2011 08 01 08 50 999  0.7  3.6  1.34  7.69  6.18 999 1022.6  14.7  15.4 999.0 99.0 99.00
2011 08 01 09 50 999  2.8  5.1  1.26  7.69  6.17 999 1022.1  14.7  15.4 999.0 99.0 99.00
2011 08 01 10 50 999  0.5  2.5  1.23  8.33  6.23 999 1022.1  14.6  15.4 999.0 99.0 99.00
2011 08 01 11 50 999  2.0  6.0  1.17  8.33  6.24 999 1021.9  14.6  15.3 999.0 99.0 99.00
2011 08 01 12 50 999  0.0  0.1  1.19 11.43  6.21 999 1021.9  14.5  15.3 999.0 99.0 99.00
2011 08 01 13 50 999  0.0  0.0  1.20 13.79  6.31 999 1022.1  14.6  15.3 999.0 99.0 99.00
2011 08 01 14 50 999  0.4  3.4  1.22  7.14  6.16 999 1022.4  14.7  15.3 999.0 99.0 99.00
2011 08 01 15 50 999  1.9  2.8  1.17  6.67  6.30 999 1022.5  14.6  15.4 999.0 99.0 99.00
2011 08 01 16 50 999  4.1  5.2  1.24 12.12  6.56 999 1022.3  14.8  15.4 999.0 99.0 99.00
2011 08 01 17 50 999  4.1  5.2  1.19 12.90  6.75 999 1022.3  14.7  15.5 999.0 99.0 99.00
2011 08 01 18 50 999  4.6  5.6  1.07  7.69  6.47 999 1022.3  14.7  15.6 999.0 99.0 99.00
2011 08 01 19 50 999  4.4  5.4  1.11 16.00  6.76 999 1022.2  14.9  15.8 999.0 99.0 99.00
2011 08 01 20 50 999  4.7  5.4  1.07  7.69  6.68 999 1022.1  15.0  15.9 999.0 99.0 99.00
2011 08 01 21 50 999  4.5  5.5  1.07  7.69  6.65 999 1022.1  15.2  15.9 999.0 99.0 99.00
2011 08 01 22 50 999  5.1  6.8  1.06  7.69  6.70 999 1021.8  15.2  15.9 999.0 99.0 99.00
2011 08 01 23 50 999  6.6  7.7  1.02  7.69  6.39 999 1021.4  15.5  15.9 999.0 99.0 99.00
2011 08 02 00 50 999  7.1  8.4  0.96  7.14  5.63 999 1021.2  15.5  15.8 999.0 99.0 99.00
2011 08 02 01 50 999  7.3  8.5  0.98 13.79  5.54 999 1020.9  15.4  15.8 999.0 99.0 99.00
2011 08 02 02 50 999  7.9  9.3  0.89  6.67  4.85 999 1020.7  15.5  15.8 999.0 99.0 99.00
2011 08 02 03 50 999  7.6  9.1  0.98 13.79  5.01 999 1020.5  15.5  15.7 999.0 99.0 99.00
2011 08 02 04 50 999  7.8  9.3  0.95 12.12  4.62 999 1020.5  15.6  15.7 999.0 99.0 99.00
