#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 03 24 11 00 233  9.0 10.5  3.06 12.12  6.60 999 1015.7  11.4  11.0 999.0 99.0 99.00
2007 03 24 12 00 223  8.8 10.8  2.91 11.43  6.40 999 1014.8  11.4  11.0 999.0 99.0 99.00
2007 03 24 13 00 226  8.9 11.0  3.01 12.12  6.43 999 1014.6  11.5  11.0 999.0 99.0 99.00
2007 03 24 14 00 221  9.1 10.6  3.14 12.12  6.79 999 1014.1  11.5  11.0 999.0 99.0 99.00
2007 03 24 15 00 222  8.7 10.6  2.88 11.43  6.51 999 1014.3  11.5  11.0 999.0 99.0 99.00
2007 03 24 16 00 220  9.1 10.8  2.98 11.43  6.52 999 1014.2  11.6  11.0 999.0 99.0 99.00
2007 03 24 17 00 230  8.1  9.9  2.76 12.12  6.36 999 1014.3  11.7  11.0 999.0 99.0 99.00
2007 03 24 18 00 232  7.9  9.3  2.85 11.43  6.48 999 1014.5  11.6  11.0 999.0 99.0 99.00
2007 03 24 19 00 217  7.6  9.2  2.84 11.43  6.51 999 1014.3  11.7  11.0 999.0 99.0 99.00
2007 03 24 20 00 228  8.1  9.5  2.88 11.43  6.76 999 1014.4  11.6  11.1 999.0 99.0 99.00
2007 03 24 21 00 240  7.5  9.0  2.67 11.43  6.21 999 1014.3  11.5  11.1 999.0 99.0 99.00
2007 03 24 22 00 335  9.1 10.7  2.53 10.81  6.44 999 1014.7   9.2  11.1 999.0 99.0 99.00
2007 03 24 23 00 322  7.2  8.7  2.68 10.00  6.65 999 1015.5   9.4  11.0 999.0 99.0 99.00
2007 03 25 00 00  13  2.7  3.4  2.38 11.43  6.49 999 1015.1   9.1  11.0 999.0 99.0 99.00
2007 03 25 01 00 190  0.8  1.7  2.43 10.81  6.99 999 1015.5   9.2  11.0 999.0 99.0 99.00
2007 03 25 02 00 186  1.6  2.2  2.33 11.43  6.81 999 1015.3   9.4  11.0 999.0 99.0 99.00
2007 03 25 03 00 267  4.1  7.9  2.44 11.43  7.29 999 1015.8   9.9  11.0 999.0 99.0 99.00
2007 03 25 04 00 283  6.2  7.3  2.16 10.00  6.77 999 1016.6  10.2  11.0 999.0 99.0 99.00
2007 03 25 05 00 271  6.2  7.2  2.16 11.43  6.66 999 1017.6  10.3  11.0 999.0 99.0 99.00
2007 03 25 06 00 273  6.6  8.3  2.41 10.81  7.01 999 1018.0  10.5  11.0 999.0 99.0 99.00
2007 03 25 07 00 294  7.0  8.5  2.20 10.81  6.48 999 1018.4  10.4  11.0 999.0 99.0 99.00
2007 03 25 08 00 301  7.0  8.3  2.09  9.09  6.18 999 1019.0  10.2  11.0 999.0 99.0 99.00
2007 03 25 09 00 301  6.1  7.4  2.17 10.00  6.40 999 1019.3  10.1  11.0 999.0 99.0 99.00
2007 03 25 10 00 296  4.7  5.6  2.08 10.81  6.39 999 1019.5  10.2  11.0 999.0 99.0 99.00
2007 03 25 11 00 284  5.7  6.9  2.19 10.81  6.94 999 1019.5  10.2  11.0 999.0 99.0 99.00
2007 03 25 12 00 282  5.6  6.6  1.99 10.00  6.65 999 1019.6  10.1  11.0 999.0 99.0 99.00
2007 03 25 13 00 278  5.8  6.8  1.97 10.81  6.53 999 1019.7  10.1  11.0 999.0 99.0 99.00
2007 03 25 14 00 272  3.5  4.7  2.34 10.81  7.22 999 1019.9  10.1  11.0 999.0 99.0 99.00
2007 03 25 15 00 250  2.6  3.5  2.12 10.81  6.74 999 1020.2  10.0  11.0 999.0 99.0 99.00
2007 03 25 16 00 221  3.8  4.8  2.15 10.81  7.06 999 1020.9  10.5  11.0 999.0 99.0 99.00
2007 03 25 17 00 207  3.5  4.4  2.18 10.81  7.14 999 1020.8  10.6  11.0 999.0 99.0 99.00
2007 03 25 18 00 203  4.8  5.8  2.21 10.81  7.30 999 1021.4  10.6  11.0 999.0 99.0 99.00
2007 03 25 19 00 195  4.7  5.6  2.16 10.81  7.21 999 1021.3  10.5  11.1 999.0 99.0 99.00
2007 03 25 20 00 219  6.4  7.4  2.06 10.81  6.63 999 1021.2  10.7  11.1 999.0 99.0 99.00
2007 03 25 21 00 207  6.5  7.5  2.21 10.00  6.34 999 1020.9  10.8  11.2 999.0 99.0 99.00
2007 03 25 22 00 197  6.5  7.6  2.04 10.81  6.29 999 1019.9  10.8  11.2 999.0 99.0 99.00
2007 03 25 23 00 190  6.7  8.3  2.09 10.00  5.89 999 1019.0  10.9  11.2 999.0 99.0 99.00
2007 03 26 00 00 191  8.2  9.7  2.13 10.81  5.97 999 1018.5  10.9  11.2 999.0 99.0 99.00
2007 03 26 01 00 196  9.5 11.2  2.22  9.09  5.88 999 1017.7  10.9  11.2 999.0 99.0 99.00
2007 03 26 02 00 188  8.3 10.5  2.09  9.09  5.44 999 1016.6  11.0  11.2 999.0 99.0 99.00
2007 03 26 03 00 185  9.2 11.3  2.11 10.00  5.42 999 1015.9  10.9  11.2 999.0 99.0 99.00
2007 03 26 04 00 191  9.7 11.4  2.00  8.33  5.37 999 1015.2  10.9  11.1 999.0 99.0 99.00
2007 03 26 05 00 188 10.5 12.7  2.10  9.09  5.44 999 1014.4  11.0  11.1 999.0 99.0 99.00
2007 03 26 06 00 192 10.3 12.4  2.20 10.00  5.32 999 1013.5  10.9  11.0 999.0 99.0 99.00
2007 03 26 07 00 216  9.3 11.2  2.17  5.00  5.19 999 1012.9   9.2  11.0 999.0 99.0 99.00
2007 03 26 08 00 246  8.5 10.3  2.27 10.00  5.34 999 1012.6   9.3  11.0 999.0 99.0 99.00
2007 03 26 09 00 276  9.6 13.0  2.24 10.00  5.84 999 1012.4   9.3  11.0 999.0 99.0 99.00
2007 03 26 10 00 278  7.4  9.0  2.33  9.09  5.64 999 1012.1   9.6  11.0 999.0 99.0 99.00
2007 03 26 11 00 266 10.7 14.1  2.58 10.81  6.22 999 1011.7   8.6  11.0 999.0 99.0 99.00
2007 03 26 12 00 297  8.6 10.4  2.63 10.81  6.03 999 1011.4   9.1  11.0 999.0 99.0 99.00
2007 03 26 13 00 322 11.0 13.2  2.55  7.14  5.81 999 1011.6   9.2  11.0 999.0 99.0 99.00
2007 03 26 14 00 330 11.7 14.6  2.78 10.00  5.86 999 1012.4   8.8  11.0 999.0 99.0 99.00
2007 03 26 15 00 331 11.5 13.9  2.97 10.81  5.99 999 1013.3   8.6  11.0 999.0 99.0 99.00
2007 03 26 16 00 320 14.0 17.7  3.20  7.69  5.75 999 1014.2   8.9  11.0 999.0 99.0 99.00
2007 03 26 17 00 320 13.4 16.1  3.10  7.14  5.60 999 1015.4   8.8  11.0 999.0 99.0 99.00
2007 03 26 18 00 321 13.4 17.3  3.47  7.69  5.85 999 1016.1   8.9  11.0 999.0 99.0 99.00
2007 03 26 19 00 320 14.4 17.6  4.20  8.33  6.54 999 1017.2   8.7  11.0 999.0 99.0 99.00
2007 03 26 20 00 318 13.9 17.0  4.08  9.09  6.44 999 1017.8   8.6  11.0 999.0 99.0 99.00
2007 03 26 21 00 314 15.2 19.2  4.93  9.09  7.03 999 1018.6   8.4  11.0 999.0 99.0 99.00
2007 03 26 22 00 306 14.5 17.4  5.02 10.00  7.17 999 1019.6   7.5  10.9 999.0 99.0 99.00
2007 03 26 23 00 311 14.5 17.0  4.92 10.00  7.24 999 1020.3   7.6  10.9 999.0 99.0 99.00
2007 03 27 00 00 317 18.2 21.7  5.26 10.00  7.59 999 1021.2   6.2  10.9 999.0 99.0 99.00
2007 03 27 01 00 333 16.2 20.6  5.16 10.00  7.23 999 1022.2   6.8  10.9 999.0 99.0 99.00
2007 03 27 02 00 323 14.6 18.4  5.43 10.81  7.52 999 1022.6   8.1  10.9 999.0 99.0 99.00
2007 03 27 03 00 322 14.1 17.3  5.82 10.81  7.75 999 1023.5   7.7  10.8 999.0 99.0 99.00
2007 03 27 04 00 325 15.7 18.9  5.57 10.81  7.49 999 1024.2   8.0  10.8 999.0 99.0 99.00
2007 03 27 05 00 321 15.1 19.4  5.45 10.81  7.50 999 1025.6   7.5  10.8 999.0 99.0 99.00
2007 03 27 06 00 330 16.9 20.7  5.86 10.81  7.97 999 1026.4   7.5  10.8 999.0 99.0 99.00
2007 03 27 07 00 324 15.9 19.6  5.54 11.43  7.45 999 1027.2   8.0  10.8 999.0 99.0 99.00
2007 03 27 08 00 323 15.2 20.1  6.16 10.81  7.96 999 1028.0   8.1  10.8 999.0 99.0 99.00
2007 03 27 09 00 315 15.1 18.9  5.83 10.81  7.60 999 1028.6   7.3  10.7 999.0 99.0 99.00
2007 03 27 10 00 331 15.8 20.9  6.25 11.43  8.18 999 1029.6   7.1  10.7 999.0 99.0 99.00
2007 03 27 11 00 336 13.0 15.9  5.67 10.81  7.92 999 1029.6   8.0  10.7 999.0 99.0 99.00
2007 03 27 12 00 323 14.4 17.1  6.02 11.43  8.42 999 1029.7   8.1  10.7 999.0 99.0 99.00
2007 03 27 13 00 330 13.1 15.9  5.06 11.43  7.47 999 1030.1   7.9  10.7 999.0 99.0 99.00
2007 03 27 14 00 327 12.4 15.3  5.02 10.81  7.73 999 1030.7   8.1  10.7 999.0 99.0 99.00
2007 03 27 15 00 325 12.1 14.6  5.33 11.43  7.85 999 1031.5   8.2  10.7 999.0 99.0 99.00
2007 03 27 16 00 341 11.8 14.0  5.44 10.81  7.98 999 1032.1   7.9  10.7 999.0 99.0 99.00
2007 03 27 17 00 324 10.9 13.7  4.77 11.43  7.70 999 1032.6   8.3  10.7 999.0 99.0 99.00
2007 03 27 18 00 319 10.0 12.4  4.42 10.81  7.37 999 1033.5   8.5  10.7 999.0 99.0 99.00
2007 03 27 19 00 324  9.5 11.4  4.28 11.43  7.16 999 1034.3   8.4  10.7 999.0 99.0 99.00
2007 03 27 20 00 326  8.7 11.5  4.42 10.81  7.55 999 1034.6   8.6  10.7 999.0 99.0 99.00
2007 03 27 21 00 324  7.7 10.3  4.11 10.81  7.47 999 1034.6   8.6  10.8 999.0 99.0 99.00
2007 03 27 22 00 330  6.7  8.2  4.05 10.81  7.48 999 1034.7   8.7  10.9 999.0 99.0 99.00
2007 03 27 23 00 321  6.6  8.8  4.04 10.00  7.41 999 1035.1   8.8  10.9 999.0 99.0 99.00
2007 03 28 00 00 332  7.1  9.0  3.63 10.81  7.11 999 1034.9   8.6  10.9 999.0 99.0 99.00
2007 03 28 01 00 320  4.6  6.2  3.57  9.09  7.23 999 1035.0   8.5  10.9 999.0 99.0 99.00
2007 03 28 02 00 330  4.3  5.6  3.96 10.81  7.97 999 1035.0   8.5  10.9 999.0 99.0 99.00
2007 03 28 03 00 291  3.5  4.9  3.26 12.12  7.13 999 1034.7   8.6  10.9 999.0 99.0 99.00
2007 03 28 04 00 292  4.0  5.9  3.37 10.81  7.64 999 1035.5   8.3  10.9 999.0 99.0 99.00
2007 03 28 05 00 278  3.7  5.2  3.18 12.12  7.64 999 1035.5   8.4  10.9 999.0 99.0 99.00
2007 03 28 06 00 286  1.9  4.8  3.03 10.00  7.35 999 1035.6   8.3  10.9 999.0 99.0 99.00
2007 03 28 07 00 262  2.9  4.4  2.98  9.09  7.48 999 1035.6   8.3  10.9 999.0 99.0 99.00
2007 03 28 08 00 207  2.2  3.7  2.88 10.00  7.33 999 1035.6   8.3  10.9 999.0 99.0 99.00
2007 03 28 09 00 240  4.1  5.9  2.66  9.09  7.21 999 1035.2   8.4  10.9 999.0 99.0 99.00
2007 03 28 10 00 211  4.7  5.9  2.70 11.43  7.54 999 1035.0   8.2  10.9 999.0 99.0 99.00
2007 03 28 11 00 238  5.0  6.7  2.62  9.09  7.31 999 1035.0   8.4  10.9 999.0 99.0 99.00
2007 03 28 12 00 220  4.8  6.7  2.34  9.09  7.08 999 1034.6   8.2  10.9 999.0 99.0 99.00
2007 03 28 13 00 213  3.7  5.3  2.34 10.81  7.09 999 1034.5   8.2  10.9 999.0 99.0 99.00
2007 03 28 14 00 216  4.1  6.0  2.37  9.09  7.06 999 1034.5   8.3  10.9 999.0 99.0 99.00
2007 03 28 15 00 209  4.4  5.7  2.39  9.09  7.00 999 1034.5   8.3  10.9 999.0 99.0 99.00
2007 03 28 16 00 205  4.1  6.6  2.37 10.81  7.07 999 1034.7   8.3  10.9 999.0 99.0 99.00
2007 03 28 17 00 202  5.4  7.0  2.04  9.09  6.69 999 1035.0   8.4  10.8 999.0 99.0 99.00
2007 03 28 18 00 196  5.2  7.0  2.15  8.33  6.60 999 1035.2   8.7  10.8 999.0 99.0 99.00
2007 03 28 19 00 199  6.0  7.3  2.07 10.81  6.60 999 1035.4   8.7  10.8 999.0 99.0 99.00
2007 03 28 20 00 197  6.0  7.5  2.12  9.09  6.55 999 1035.1   8.9  10.8 999.0 99.0 99.00
2007 03 28 21 00 207  6.5  7.5  2.09 10.81  6.62 999 1034.9   9.2  10.8 999.0 99.0 99.00
2007 03 28 22 00 197  6.8  8.4  2.22 10.00  6.72 999 1034.7   9.3  10.8 999.0 99.0 99.00
2007 03 28 23 00 204  6.0  7.7  2.38 10.81  6.72 999 1034.2   9.3  10.8 999.0 99.0 99.00
2007 03 29 00 00 197  6.2  8.3  2.38 11.43  6.80 999 1033.8   9.4  10.9 999.0 99.0 99.00
2007 03 29 01 00 207  6.3  7.9  2.64 12.12  7.28 999 1033.6   9.5  10.9 999.0 99.0 99.00
2007 03 29 02 00 194  6.5  8.0  2.53 10.81  7.04 999 1033.0   9.5  10.8 999.0 99.0 99.00
2007 03 29 03 00 192  6.8  8.6  2.34 11.43  6.65 999 1032.5   9.4  10.8 999.0 99.0 99.00
2007 03 29 04 00 191  6.7  8.6  2.58 10.81  6.91 999 1032.2   9.4  10.8 999.0 99.0 99.00
2007 03 29 05 00 179  7.1  9.6  2.66 12.90  7.21 999 1032.1   9.4  10.8 999.0 99.0 99.00
2007 03 29 06 00 182  7.7  9.2  2.94 12.90  7.21 999 1031.9   9.5  10.8 999.0 99.0 99.00
2007 03 29 07 00 179  7.8  9.8  2.62 11.43  6.78 999 1031.3   9.6  10.8 999.0 99.0 99.00
2007 03 29 08 00 182  8.4 10.0  2.51 12.12  6.36 999 1031.1   9.5  10.8 999.0 99.0 99.00
2007 03 29 09 00 182  8.2  9.6  2.56 12.12  6.30 999 1030.5   9.6  10.8 999.0 99.0 99.00
2007 03 29 10 00 185  8.4 10.5  2.35 12.12  6.07 999 1029.9   9.6  10.8 999.0 99.0 99.00
2007 03 29 11 00 186  8.1  9.5  2.41 11.43  6.21 999 1029.2   9.6  10.8 999.0 99.0 99.00
2007 03 29 12 00 194  7.8  9.6  2.68 12.12  6.55 999 1028.8   9.6  10.8 999.0 99.0 99.00
2007 03 29 13 00 202  7.8  9.2  2.48 12.12  6.42 999 1028.4   9.6  10.8 999.0 99.0 99.00
2007 03 29 14 00 210  6.9  8.9  2.42 12.12  6.34 999 1028.2   9.7  10.8 999.0 99.0 99.00
2007 03 29 15 00 203  6.5  7.9  2.28 11.43  6.25 999 1027.8   9.9  10.8 999.0 99.0 99.00
2007 03 29 16 00 207  6.8  8.4  2.22 11.43  6.22 999 1027.5  10.1  10.8 999.0 99.0 99.00
2007 03 29 17 00 198  6.8  8.4  2.24 11.43  6.43 999 1027.6  10.2  10.8 999.0 99.0 99.00
2007 03 29 18 00 196  5.8  7.1  2.33  8.33  6.51 999 1027.8  10.4  10.8 999.0 99.0 99.00
2007 03 29 19 00 186  6.7  7.8  2.18 12.12  6.33 999 1027.7  10.6  10.8 999.0 99.0 99.00
2007 03 29 20 00 195  7.6  8.8  2.30 11.43  6.41 999 1027.3  10.7  10.8 999.0 99.0 99.00
2007 03 29 21 00 202  7.6  9.3  2.19 11.43  5.87 999 1026.9  10.8  10.9 999.0 99.0 99.00
2007 03 29 22 00 194  7.4  8.8  2.22 12.12  6.00 999 1026.4  10.8  10.9 999.0 99.0 99.00
2007 03 29 23 00 194  7.9  9.2  2.38  8.33  5.91 999 1025.7  10.8  10.9 999.0 99.0 99.00
2007 03 30 00 00 196  7.9  9.3  2.27 12.12  6.04 999 1025.3  11.0  10.9 999.0 99.0 99.00
2007 03 30 01 00 185  8.0  9.4  2.14 12.12  5.78 999 1024.3  11.0  10.9 999.0 99.0 99.00
2007 03 30 02 00 192  8.5 10.1  2.17  8.33  5.78 999 1023.9  11.1  10.9 999.0 99.0 99.00
2007 03 30 03 00 191  9.2 11.1  2.43 11.43  5.90 999 1023.5  10.9  10.8 999.0 99.0 99.00
2007 03 30 04 00 187 10.0 12.2  2.25 12.12  5.54 999 1022.8  10.9  10.8 999.0 99.0 99.00
2007 03 30 05 00 192  9.7 12.2  2.35 11.43  5.77 999 1022.7  11.1  10.8 999.0 99.0 99.00
2007 03 30 06 00 195  9.5 11.7  2.28  9.09  5.48 999 1022.6  11.1  10.8 999.0 99.0 99.00
2007 03 30 07 00 199  9.2 11.3  2.39 11.43  5.74 999 1022.5  11.3  10.8 999.0 99.0 99.00
2007 03 30 08 00 198  8.9 10.5  2.46 12.12  5.89 999 1022.3  10.9  10.8 999.0 99.0 99.00
2007 03 30 09 00 200  9.5 11.3  2.42  9.09  5.72 999 1021.6  10.9  10.8 999.0 99.0 99.00
2007 03 30 10 00 201  9.4 11.4  2.68 11.43  6.02 999 1020.9  11.0  10.8 999.0 99.0 99.00
2007 03 30 11 00 211  8.3  9.9  2.72 10.81  6.07 999 1020.3  11.2  10.8 999.0 99.0 99.00
2007 03 30 12 00 220  8.3 10.2  2.99 10.00  6.45 999 1019.9  11.4  10.8 999.0 99.0 99.00
2007 03 30 13 00 224  7.7  9.1  2.66 11.43  6.07 999 1019.7  11.5  10.8 999.0 99.0 99.00
2007 03 30 14 00 237  9.2 12.4  2.89  9.09  6.37 999 1019.6  11.6  10.8 999.0 99.0 99.00
2007 03 30 15 00 246  9.0 11.4  2.93 10.81  6.69 999 1019.8  10.9  10.8 999.0 99.0 99.00
2007 03 30 16 00 256  8.1  9.8  2.85 10.81  6.52 999 1020.1  10.5  10.8 999.0 99.0 99.00
2007 03 30 17 00 251  8.5 10.1  2.83 10.00  6.37 999 1020.4  10.0  10.8 999.0 99.0 99.00
2007 03 30 18 00 240  7.0  8.7  2.81 10.81  6.42 999 1020.6  10.1  10.8 999.0 99.0 99.00
2007 03 30 19 00 245  6.5  7.8  2.60 10.00  6.33 999 1021.0   9.8  10.9 999.0 99.0 99.00
2007 03 30 20 00 245  7.4  9.6  2.77  9.09  6.60 999 1020.9  10.3  10.9 999.0 99.0 99.00
2007 03 30 21 00 244  7.6  8.9  2.69 10.00  6.48 999 1020.8  10.2  10.9 999.0 99.0 99.00
2007 03 30 22 00 262  7.9  9.8  2.84 10.81  6.48 999 1020.7  10.2  10.9 999.0 99.0 99.00
2007 03 31 00 00 266  7.1  8.9  2.46 10.00  6.50 999 1020.7  10.5  11.0 999.0 99.0 99.00
2007 03 31 01 00 285  6.5  7.7  2.36  8.33  6.26 999 1020.9  10.7  11.0 999.0 99.0 99.00
2007 03 31 02 00 303  6.6  8.0  2.45 10.00  6.57 999 1021.0  10.7  11.0 999.0 99.0 99.00
2007 03 31 03 00 321  6.2  7.5  2.47 10.00  6.87 999 1021.2  10.5  11.0 999.0 99.0 99.00
2007 03 31 04 00 312  5.0  6.5  2.51 10.00  6.87 999 1021.6  10.3  11.0 999.0 99.0 99.00
2007 03 31 05 00 335  5.8  7.3  2.53 10.00  7.19 999 1022.3  10.0  10.9 999.0 99.0 99.00
2007 03 31 06 00 356  7.2  8.5  2.84 10.00  7.56 999 1022.5   9.6  10.9 999.0 99.0 99.00
2007 03 31 07 00   3  7.6  8.8  2.49  9.09  6.76 999 1023.1   9.5  10.9 999.0 99.0 99.00
2007 03 31 08 00   3  7.2  8.5  2.91 10.00  7.09 999 1023.4   9.2  10.9 999.0 99.0 99.00
2007 03 31 09 00   2  7.6  9.2  2.70 10.00  6.63 999 1023.4   9.1  10.9 999.0 99.0 99.00
2007 03 31 10 00   1  6.2  8.0  2.49  8.33  6.19 999 1023.3   8.5  10.9 999.0 99.0 99.00
2007 03 31 11 00   3  7.0  8.5  2.76 10.00  6.57 999 1023.4   8.4  10.9 999.0 99.0 99.00
2007 03 31 12 00   3  5.5  7.1  2.79  9.09  6.64 999 1023.3   8.7  10.9 999.0 99.0 99.00
2007 03 31 13 00   8  5.7  7.4  2.41  9.09  6.25 999 1023.5   8.6  10.9 999.0 99.0 99.00
2007 03 31 14 00   5  6.3  7.8  2.66  9.09  6.62 999 1023.6   8.7  10.9 999.0 99.0 99.00
2007 03 31 15 00  12  6.2  8.0  2.48 10.00  6.52 999 1024.0   8.7  10.9 999.0 99.0 99.00
2007 03 31 16 00  17  6.1  7.3  2.27  9.09  6.14 999 1024.3   8.6  10.9 999.0 99.0 99.00
2007 03 31 17 00  19  5.2  6.6  2.33  9.09  6.09 999 1024.5   8.6  10.9 999.0 99.0 99.00
2007 03 31 18 00  17  4.7  6.1  2.18  8.33  6.07 999 1025.1   8.6  10.9 999.0 99.0 99.00
2007 03 31 19 00  14  5.6  7.2  2.31  7.69  6.13 999 1025.3   8.9  10.9 999.0 99.0 99.00
2007 03 31 20 00  21  5.5  6.8  1.88  7.69  5.57 999 1025.3   9.1  11.0 999.0 99.0 99.00
2007 03 31 21 00  23  5.5  6.9  2.05  8.33  5.91 999 1025.1   9.0  11.0 999.0 99.0 99.00
2007 03 31 22 00  20  5.1  6.3  2.10  8.33  5.95 999 1024.9   8.9  11.0 999.0 99.0 99.00
2007 03 31 23 00  23  5.2  6.5  2.04  8.33  5.85 999 1024.7   8.9  11.0 999.0 99.0 99.00
2007 04 01 00 00  27  5.2  6.3  1.88  7.69  5.82 999 1024.5   8.9  11.0 999.0 99.0 99.00
2007 04 01 01 00  25  4.8  6.3  1.93  8.33  5.99 999 1024.4   9.0  11.0 999.0 99.0 99.00
2007 04 01 02 00  31  5.4  7.5  1.75  7.69  5.83 999 1024.1   8.9  11.0 999.0 99.0 99.00
2007 04 01 03 00  46  5.7  7.2  1.74  8.33  5.70 999 1023.7   8.8  11.0 999.0 99.0 99.00
2007 04 01 04 00  41  4.6  6.4  1.75  8.33  5.88 999 1023.7   8.7  11.0 999.0 99.0 99.00
2007 04 01 05 00  51  4.5  5.8  1.65  7.69  5.87 999 1023.6   8.7  11.0 999.0 99.0 99.00
2007 04 01 06 00  52  4.5  5.5  1.63  8.33  6.04 999 1023.6   8.7  11.0 999.0 99.0 99.00
2007 04 01 07 00  55  3.3  4.7  1.79  7.69  6.32 999 1023.7   8.8  11.0 999.0 99.0 99.00
2007 04 01 08 00  38  4.6  6.2  1.69  7.69  6.01 999 1023.4   8.8  11.0 999.0 99.0 99.00
2007 04 01 09 00  39  3.8  4.9  1.61  7.69  5.93 999 1023.5   8.8  11.0 999.0 99.0 99.00
2007 04 01 10 00  36  4.4  5.5  1.68  7.69  6.03 999 1022.9   8.8  11.0 999.0 99.0 99.00
2007 04 01 11 00  37  4.3  5.6  1.56  9.09  5.68 999 1022.7   8.7  10.9 999.0 99.0 99.00
2007 04 01 12 00  32  4.3  5.1  1.55  7.69  5.73 999 1022.5   8.5  10.9 999.0 99.0 99.00
2007 04 01 13 00  27  4.9  5.9  1.52  7.69  5.78 999 1022.4   8.5  10.9 999.0 99.0 99.00
2007 04 01 14 00  16  5.5  6.7  1.54  7.69  5.69 999 1022.3   8.1  10.9 999.0 99.0 99.00
2007 04 01 15 00  15  4.4  5.4  1.51  7.69  5.76 999 1022.2   8.2  10.9 999.0 99.0 99.00
2007 04 01 16 00  25  5.2  6.7  1.40  7.69  5.58 999 1022.3   8.1  10.9 999.0 99.0 99.00
2007 04 01 17 00  34  5.0  5.9  1.41  7.69  5.78 999 1022.3   8.1  10.9 999.0 99.0 99.00
2007 04 01 18 00  38  4.7  5.7  1.42  9.09  5.84 999 1022.6   8.3  10.9 999.0 99.0 99.00
2007 04 01 19 00  47  4.3  5.6  1.29  7.69  5.62 999 1022.8   8.3  11.0 999.0 99.0 99.00
2007 04 01 20 00  44  3.3  4.1  1.29  7.14  5.72 999 1022.8   8.4  11.0 999.0 99.0 99.00
2007 04 01 21 00  42  3.4  4.8  1.32  7.14  5.83 999 1022.8   8.6  11.0 999.0 99.0 99.00
2007 04 01 22 00  47  1.6  2.3  1.22  7.69  5.56 999 1022.5   8.8  11.1 999.0 99.0 99.00
2007 04 01 23 00  20  2.2  3.3  1.26  7.14  5.80 999 1022.4   8.8  11.3 999.0 99.0 99.00
2007 04 02 00 00  14  2.5  3.5  1.21  7.69  5.78 999 1022.6   8.7  11.2 999.0 99.0 99.00
2007 04 02 01 00  35  2.7  3.9  1.31 19.05  6.46 999 1022.5   8.7  11.2 999.0 99.0 99.00
2007 04 02 02 00  27  3.2  4.3  1.25  8.33  6.30 999 1022.9   8.6  11.2 999.0 99.0 99.00
2007 04 02 03 00  39  4.9  6.2  1.22  8.33  6.25 999 1022.8   8.5  11.1 999.0 99.0 99.00
2007 04 02 04 00  44  5.0  5.9  1.22 17.39  6.26 999 1023.0   8.4  11.1 999.0 99.0 99.00
2007 04 02 05 00  51  5.6  7.1  1.38 17.39  6.69 999 1023.4   8.6  11.0 999.0 99.0 99.00
2007 04 02 06 00  47  5.6  7.0  1.19 17.39  5.68 999 1023.6   8.3  11.0 999.0 99.0 99.00
2007 04 02 07 00  58  4.7  5.9  1.29 17.39  6.36 999 1024.0   8.4  11.0 999.0 99.0 99.00
2007 04 02 08 00  56  4.6  5.6  1.17 17.39  5.41 999 1024.6   8.4  11.0 999.0 99.0 99.00
2007 04 02 09 00  46  4.9  6.5  1.43 17.39  6.53 999 1024.5   8.3  11.0 999.0 99.0 99.00
2007 04 02 10 00  52  4.9  6.4  1.39 17.39  6.09 999 1024.4   8.2  11.0 999.0 99.0 99.00
2007 04 02 11 00  62  4.7  6.0  1.28 17.39  5.98 999 1024.0   8.3  10.9 999.0 99.0 99.00
2007 04 02 12 00  61  4.3  6.3  1.39 17.39  6.54 999 1023.7   8.2  10.9 999.0 99.0 99.00
2007 04 02 13 00  60  3.7  5.0  1.26 16.00  6.40 999 1023.8   8.3  10.9 999.0 99.0 99.00
2007 04 02 14 00  60  5.8  7.3  1.44 17.39  7.08 999 1023.7   8.1  10.9 999.0 99.0 99.00
2007 04 02 15 00  73  5.1  6.4  1.64 16.00  8.12 999 1024.2   8.1  10.9 999.0 99.0 99.00
2007 04 02 16 00  78  5.9  7.7  1.51 16.00  7.14 999 1024.4   8.1  10.9 999.0 99.0 99.00
2007 04 02 17 00  95  6.2  8.1  1.51 16.00  6.97 999 1024.5   8.3  10.9 999.0 99.0 99.00
2007 04 02 18 00  98  6.6  8.1  1.28 16.00  5.83 999 1024.7   8.3  10.9 999.0 99.0 99.00
2007 04 02 19 00 112  6.1  7.6  1.26 16.00  5.61 999 1025.1   8.4  10.9 999.0 99.0 99.00
2007 04 02 20 00 122  6.8  8.3  1.16 16.00  4.75 999 1025.1   8.3  10.9 999.0 99.0 99.00
2007 04 02 21 00 120  6.9  8.8  1.50 16.00  5.84 999 1025.1   8.1  10.9 999.0 99.0 99.00
2007 04 02 22 00 126  7.1  8.7  1.28 16.00  4.88 999 1024.9   8.3  10.9 999.0 99.0 99.00
2007 04 02 23 00 134  7.5  9.4  1.36 16.00  5.13 999 1024.6   8.1  10.9 999.0 99.0 99.00
2007 04 03 00 00 134  8.0  9.5  1.68 16.00  5.88 999 1024.4   8.1  10.9 999.0 99.0 99.00
2007 04 03 01 00 125  8.4 10.0  1.75 16.00  5.67 999 1023.7   8.4  11.0 999.0 99.0 99.00
2007 04 03 02 00 135  8.5 11.0  1.77 14.81  5.48 999 1023.6   8.6  11.0 999.0 99.0 99.00
