#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 05 04 08 00 329  5.0  6.3  2.17 10.81  7.51 999 1020.5  10.2  11.7 999.0 99.0 99.00
2007 05 04 09 00 314  5.3  6.4  2.17 12.12  7.55 999 1020.8  10.3  11.6 999.0 99.0 99.00
2007 05 04 10 00 318  5.8  7.2  2.15 11.43  7.18 999 1021.3  10.2  11.6 999.0 99.0 99.00
2007 05 04 11 00 315  6.0  7.3  2.39 12.12  7.63 999 1021.1  10.2  11.5 999.0 99.0 99.00
2007 05 04 12 00 318  6.8  8.4  2.24 11.43  6.96 999 1021.7  10.0  11.5 999.0 99.0 99.00
2007 05 04 13 00 315  6.3  7.6  2.34 12.12  6.87 999 1021.8  10.0  11.6 999.0 99.0 99.00
2007 05 04 14 00 313  5.5  6.7  2.42 12.12  7.40 999 1021.7  10.0  11.6 999.0 99.0 99.00
2007 05 04 15 00 297  5.1  6.5  2.29 11.43  6.95 999 1021.8  10.1  11.6 999.0 99.0 99.00
2007 05 04 16 00 303  4.1  5.3  2.23 11.43  7.07 999 1022.4  10.1  11.6 999.0 99.0 99.00
2007 05 04 18 00 300  5.5  6.8  2.03 10.81  6.88 999 1023.2  10.4  11.6 999.0 99.0 99.00
2007 05 04 19 00 307  3.5  4.8  2.01  9.09  6.95 999 1023.3  10.5  11.6 999.0 99.0 99.00
2007 05 04 20 00 276  2.2  3.3  2.02 12.12  7.19 999 1023.4  10.4  11.6 999.0 99.0 99.00
2007 05 04 21 00 242  2.6  3.5  1.81  9.09  6.91 999 1023.0  10.6  11.8 999.0 99.0 99.00
2007 05 04 22 00 203  2.5  3.2  1.86 10.00  7.19 999 1022.8  10.5  11.8 999.0 99.0 99.00
2007 05 04 23 00 227  2.6  3.8  1.86 10.81  7.23 999 1023.6  10.5  11.8 999.0 99.0 99.00
2007 05 05 00 00 186  3.9  4.9  1.93  8.33  7.26 999 1023.1  10.0  11.9 999.0 99.0 99.00
2007 05 05 01 00 177  4.8  5.7  1.74  8.33  7.29 999 1022.5   9.8  11.8 999.0 99.0 99.00
2007 05 05 02 00 163  5.9  7.2  1.96  9.09  7.37 999 1022.2   9.8  11.8 999.0 99.0 99.00
2007 05 05 03 00 172  6.8  7.9  1.88  9.09  6.99 999 1021.8   9.9  11.7 999.0 99.0 99.00
2007 05 05 04 00 167  7.3  8.4  1.71 10.81  5.97 999 1021.8  10.4  11.7 999.0 99.0 99.00
2007 05 05 05 00 171  6.9  8.1  1.70 11.43  5.71 999 1022.0  10.8  11.7 999.0 99.0 99.00
2007 05 05 06 00 267  5.4  6.5  1.86 10.00  5.90 999 1022.1  11.6  11.7 999.0 99.0 99.00
2007 05 05 07 00 290  6.2  7.2  1.56 10.00  5.73 999 1022.4  11.5  11.7 999.0 99.0 99.00
2007 05 05 08 00 299  6.1  7.7  1.65 10.81  6.12 999 1022.7  11.6  11.6 999.0 99.0 99.00
2007 05 05 09 00 300  6.2  7.5  1.60 10.00  5.83 999 1023.0  11.5  11.6 999.0 99.0 99.00
2007 05 05 10 00 299  5.5  7.0  1.45  9.09  5.58 999 1023.2  11.5  11.6 999.0 99.0 99.00
2007 05 05 11 00 303  5.1  6.2  1.42 10.81  5.84 999 1023.7  11.4  11.6 999.0 99.0 99.00
2007 05 05 12 00 302  4.7  5.5  1.42 10.00  6.02 999 1023.9  11.3  11.6 999.0 99.0 99.00
2007 05 05 13 00 289  3.9  4.8  1.43 12.12  6.15 999 1023.9  11.3  11.4 999.0 99.0 99.00
2007 05 05 14 00 296  5.8  7.0  1.58 10.00  6.35 999 1024.7  11.3  11.3 999.0 99.0 99.00
2007 05 05 15 00 292  4.6  5.3  1.46 10.00  6.08 999 1025.3  11.3  11.3 999.0 99.0 99.00
2007 05 05 16 00 295  4.7  5.9  1.58  9.09  6.27 999 1026.2  11.3  11.3 999.0 99.0 99.00
2007 05 05 17 00 285  5.6  6.6  1.55  6.67  6.03 999 1026.8  11.4  11.3 999.0 99.0 99.00
2007 05 05 18 00 286  6.2  7.2  1.59  9.09  5.75 999 1027.4  11.1  11.4 999.0 99.0 99.00
2007 05 05 19 00 281  5.7  7.1  1.75 10.00  5.79 999 1027.7  11.3  11.4 999.0 99.0 99.00
2007 05 05 20 00 279  5.8  6.7  1.66  9.09  5.61 999 1028.1  11.4  11.4 999.0 99.0 99.00
2007 05 05 21 00 271  5.9  6.8  1.65 10.00  5.54 999 1028.0  11.6  11.5 999.0 99.0 99.00
2007 05 05 22 00 267  5.6  6.6  1.71  7.14  5.39 999 1028.0  11.9  11.6 999.0 99.0 99.00
2007 05 05 23 00 279  5.5  6.7  1.92  7.14  5.79 999 1028.4  12.2  11.7 999.0 99.0 99.00
2007 05 06 00 00 271  4.5  5.4  1.67  9.09  5.73 999 1028.7  12.4  11.7 999.0 99.0 99.00
2007 05 06 01 00 267  5.0  5.6  1.80  7.14  5.68 999 1028.8  12.7  11.6 999.0 99.0 99.00
2007 05 06 02 00 266  6.9  7.8  1.84  7.69  6.21 999 1028.8  12.8  11.5 999.0 99.0 99.00
2007 05 06 03 00 277  6.4  7.4  1.61  9.09  5.69 999 1029.0  12.5  11.5 999.0 99.0 99.00
2007 05 06 04 00 283  6.1  7.1  1.57  9.09  5.54 999 1029.3  12.3  11.4 999.0 99.0 99.00
2007 05 06 05 00 287  5.7  6.6  1.72  8.33  5.90 999 1029.7  12.3  11.3 999.0 99.0 99.00
2007 05 06 06 00 282  5.6  6.7  1.77  8.33  6.36 999 1030.0  12.3  11.3 999.0 99.0 99.00
2007 05 06 07 00 280  6.3  7.5  1.64  7.69  5.82 999 1029.9  12.2  11.2 999.0 99.0 99.00
2007 05 06 08 00 276  5.5  6.3  1.60  8.33  6.02 999 1030.0  12.0  11.2 999.0 99.0 99.00
2007 05 06 09 00 281  4.6  5.7  1.55  9.09  6.24 999 1029.8  11.9  11.1 999.0 99.0 99.00
2007 05 06 10 00 285  4.7  5.3  1.55 16.00  6.52 999 1029.6  11.8  11.1 999.0 99.0 99.00
2007 05 06 11 00 291  4.5  5.3  1.57  9.09  6.40 999 1029.4  11.8  11.1 999.0 99.0 99.00
2007 05 06 12 00 295  4.8  5.6  1.55  8.33  6.31 999 1029.4  11.8  11.1 999.0 99.0 99.00
2007 05 06 13 00 295  4.2  4.9  1.59  8.33  6.38 999 1029.5  11.7  11.1 999.0 99.0 99.00
2007 05 06 14 00 294  4.4  5.2  1.66  9.09  6.51 999 1029.7  11.7  11.1 999.0 99.0 99.00
2007 05 06 15 00 291  7.2  8.3  1.60  8.33  6.11 999 1030.3  11.3  11.1 999.0 99.0 99.00
2007 05 06 16 00 298  5.8  6.7  1.80  8.33  6.10 999 1030.9  10.7  11.1 999.0 99.0 99.00
2007 05 06 17 00 309  5.8  6.7  1.64  7.69  5.68 999 1031.3  10.7  11.2 999.0 99.0 99.00
2007 05 06 18 00 326  5.6  6.6  1.65  9.09  5.70 999 1031.5  10.7  11.2 999.0 99.0 99.00
2007 05 06 19 00 349  4.0  4.8  1.56 10.00  5.67 999 1031.8  10.7  11.3 999.0 99.0 99.00
2007 05 06 20 00 336  2.7  3.4  1.55  9.09  5.43 999 1031.9  10.8  11.5 999.0 99.0 99.00
2007 05 06 21 00 306  3.3  4.1  1.50 10.00  5.66 999 1031.5  10.6  11.7 999.0 99.0 99.00
2007 05 06 22 00 315  3.6  4.5  1.70 10.00  6.46 999 1031.5  10.5  11.8 999.0 99.0 99.00
2007 05 06 23 00 326  3.7  4.6  1.56 10.00  6.30 999 1031.2  10.8  11.9 999.0 99.0 99.00
2007 05 07 00 00 325  4.3  5.1  1.64  9.09  6.70 999 1031.1  10.6  12.0 999.0 99.0 99.00
2007 05 07 01 00 317  4.4  5.3  1.70  9.09  7.28 999 1030.8  10.6  12.0 999.0 99.0 99.00
2007 05 07 02 00 326  4.2  5.0  1.63 10.00  7.25 999 1030.7  10.4  11.9 999.0 99.0 99.00
2007 05 07 03 00 321  4.3  5.4  1.79 10.00  7.13 999 1030.2  10.3  11.8 999.0 99.0 99.00
2007 05 07 04 00 320  4.9  6.2  1.66 10.00  7.26 999 1030.3  10.0  11.8 999.0 99.0 99.00
2007 05 07 05 00 341  4.4  5.6  1.85 10.00  7.19 999 1030.8   9.8  11.8 999.0 99.0 99.00
2007 05 07 06 00 337  4.3  5.6  1.96 10.00  7.11 999 1030.9   9.9  11.8 999.0 99.0 99.00
2007 05 07 07 00 339  3.0  4.0  1.96  9.09  7.05 999 1030.5   9.8  11.7 999.0 99.0 99.00
2007 05 07 08 00  15  2.3  3.1  1.97  8.33  6.97 999 1029.9   9.4  11.6 999.0 99.0 99.00
2007 05 07 09 00 336  2.3  3.4  1.83  9.09  6.79 999 1029.7   8.9  11.6 999.0 99.0 99.00
2007 05 07 10 00  19  1.5  2.5  2.06 10.00  7.22 999 1029.1   8.8  11.6 999.0 99.0 99.00
2007 05 07 11 00 353  2.3  2.9  1.85 10.00  7.07 999 1028.6   8.7  11.5 999.0 99.0 99.00
2007 05 07 12 00 357  2.0  2.7  1.83 10.81  6.95 999 1028.3   8.9  11.5 999.0 99.0 99.00
2007 05 07 13 00  10  1.9  2.6  1.76 10.00  7.02 999 1028.2   9.1  11.6 999.0 99.0 99.00
2007 05 07 14 00 340  3.7  4.3  1.67 10.00  6.79 999 1028.1   9.0  11.6 999.0 99.0 99.00
2007 05 07 15 00 345  4.9  5.7  1.78 10.00  7.02 999 1028.0   9.3  11.7 999.0 99.0 99.00
2007 05 07 16 00 352  4.7  5.6  1.75 10.81  7.12 999 1027.6   9.4  11.7 999.0 99.0 99.00
2007 05 07 17 00 350  5.2  6.2  1.94 10.81  7.42 999 1027.7   9.3  11.8 999.0 99.0 99.00
2007 05 07 18 00   1  4.8  5.9  1.90 10.00  7.36 999 1027.6   9.3  11.8 999.0 99.0 99.00
2007 05 07 19 00 359  4.4  5.3  1.64 10.00  6.77 999 1027.3   9.5  11.8 999.0 99.0 99.00
2007 05 07 20 00 338  4.6  5.4  1.59 10.00  6.96 999 1027.3   9.5  11.8 999.0 99.0 99.00
2007 05 07 21 00 331  4.8  6.1  1.66 10.00  7.00 999 1026.9   9.8  11.7 999.0 99.0 99.00
2007 05 07 22 00 357  4.6  5.7  1.57 10.00  6.92 999 1026.0   9.9  11.8 999.0 99.0 99.00
2007 05 07 23 00 354  3.9  5.1  1.60 10.00  6.99 999 1025.5   9.9  11.9 999.0 99.0 99.00
2007 05 08 00 00 340  4.8  6.0  1.62 10.00  7.09 999 1024.6   9.9  11.9 999.0 99.0 99.00
2007 05 08 01 00 345  5.0  6.0  1.82 10.00  7.41 999 1023.9   9.9  11.9 999.0 99.0 99.00
2007 05 08 02 00 346  4.3  5.2  1.64  9.09  6.92 999 1023.3  10.3  11.9 999.0 99.0 99.00
2007 05 08 03 00 328  5.5  7.0  1.78 10.00  6.99 999 1022.9  10.1  11.8 999.0 99.0 99.00
2007 05 08 04 00 316  7.3  8.9  1.61  8.33  6.54 999 1022.9   9.9  11.8 999.0 99.0 99.00
2007 05 08 05 00 323  7.9  9.7  1.64  9.09  6.00 999 1023.1  10.1  11.8 999.0 99.0 99.00
2007 05 08 06 00 326  7.1  9.6  1.69  9.09  5.51 999 1023.2  10.5  11.8 999.0 99.0 99.00
2007 05 08 07 00 322  6.5  9.3  1.68 10.00  5.55 999 1022.6  10.5  11.8 999.0 99.0 99.00
2007 05 08 08 00 326  6.4  8.4  1.60  9.09  5.22 999 1022.4  10.6  11.8 999.0 99.0 99.00
2007 05 08 09 00 316  7.2  8.9  1.57 10.00  5.19 999 1022.3  10.6  11.7 999.0 99.0 99.00
2007 05 08 10 00 324  8.1  9.3  1.55 10.00  5.20 999 1021.9  11.0  11.7 999.0 99.0 99.00
2007 05 08 11 00 325  8.1 10.3  1.65  9.09  5.13 999 1021.5  11.6  11.7 999.0 99.0 99.00
2007 05 08 12 00 323  5.8  7.2  1.50 10.00  5.05 999 1021.3  11.8  11.7 999.0 99.0 99.00
2007 05 08 13 00 313  7.3  9.1  1.48 10.00  5.20 999 1021.2  11.5  11.7 999.0 99.0 99.00
2007 05 08 14 00 317  7.1  8.4  1.48  9.09  5.39 999 1021.2  11.6  11.7 999.0 99.0 99.00
2007 05 08 15 00 339 10.3 12.2  1.58  9.09  4.93 999 1021.7  11.3  11.8 999.0 99.0 99.00
2007 05 08 16 00 346 10.9 12.8  1.70  9.09  4.62 999 1022.3  11.3  11.8 999.0 99.0 99.00
2007 05 08 17 00 349 12.5 15.4  2.10  4.76  4.69 999 1022.8  10.9  11.8 999.0 99.0 99.00
2007 05 08 18 00 352 11.2 13.4  2.36  5.26  5.00 999 1023.5  10.5  11.7 999.0 99.0 99.00
2007 05 08 19 00 352 11.5 14.1  2.52  6.25  5.10 999 1024.0  10.7  11.7 999.0 99.0 99.00
2007 05 08 20 00 354 11.4 13.7  2.80  6.67  5.37 999 1024.3  10.7  11.7 999.0 99.0 99.00
2007 05 08 21 00 353 11.6 14.2  2.59  6.67  5.31 999 1024.5  10.6  11.7 999.0 99.0 99.00
2007 05 08 22 00 357 10.7 12.5  2.76  7.69  5.47 999 1024.8  10.7  11.7 999.0 99.0 99.00
2007 05 08 23 00   1 11.3 13.6  2.59  6.25  5.26 999 1024.9  10.6  11.7 999.0 99.0 99.00
2007 05 09 00 00 357 10.7 13.0  2.80  6.67  5.48 999 1025.0  10.4  11.7 999.0 99.0 99.00
2007 05 09 01 00 358 10.5 12.8  2.70  7.69  5.46 999 1024.8  10.3  11.6 999.0 99.0 99.00
2007 05 09 02 00   6 10.0 11.9  2.66  8.33  5.53 999 1025.1  10.1  11.6 999.0 99.0 99.00
2007 05 09 03 00   4 10.4 12.5  2.99  7.69  5.89 999 1025.0   9.8  11.6 999.0 99.0 99.00
2007 05 09 04 00   5  9.2 11.7  2.76  8.33  5.72 999 1025.5   9.7  11.6 999.0 99.0 99.00
2007 05 09 05 00   2  9.0 11.1  2.85  9.09  5.92 999 1025.7   9.5  11.6 999.0 99.0 99.00
2007 05 09 06 00   7  9.2 11.1  2.63  8.33  5.77 999 1026.1   9.4  11.5 999.0 99.0 99.00
2007 05 09 07 00 359  8.6 11.0  2.59  8.33  5.82 999 1026.0   9.6  11.5 999.0 99.0 99.00
2007 05 09 08 00   2  8.7 11.0  2.75  8.33  5.85 999 1026.0   9.5  11.5 999.0 99.0 99.00
2007 05 09 09 00   3  8.9 11.0  2.82  8.33  5.95 999 1025.7   9.6  11.5 999.0 99.0 99.00
2007 05 09 10 00 358  8.6 11.5  2.48  7.69  5.72 999 1025.7   9.4  11.5 999.0 99.0 99.00
2007 05 09 11 00   7  7.8  9.5  2.31  7.69  5.44 999 1025.4   9.6  11.5 999.0 99.0 99.00
2007 05 09 12 00   3  9.9 12.1  2.35  7.69  5.40 999 1025.3   9.5  11.5 999.0 99.0 99.00
2007 05 09 13 00   3  8.4 11.1  2.44  7.69  5.53 999 1025.0   9.5  11.5 999.0 99.0 99.00
2007 05 09 14 00 359  9.5 11.5  2.18  8.33  5.21 999 1025.0   9.5  11.5 999.0 99.0 99.00
2007 05 09 15 00   0  8.4  9.8  2.16  7.69  5.18 999 1025.6   9.6  11.5 999.0 99.0 99.00
2007 05 09 16 00 358  8.3 10.3  2.16  7.69  5.47 999 1026.0   9.7  11.5 999.0 99.0 99.00
2007 05 09 17 00   1  7.3  9.1  2.11  7.69  5.05 999 1026.2   9.8  11.6 999.0 99.0 99.00
2007 05 09 18 00 348  9.4 10.9  2.02  7.14  5.14 999 1026.1   9.6  11.6 999.0 99.0 99.00
2007 05 09 19 00 350  8.7 10.5  2.04  6.67  4.90 999 1026.4   9.7  11.6 999.0 99.0 99.00
2007 05 09 20 00 359  8.2  9.8  1.92  7.69  5.03 999 1026.4   9.7  11.6 999.0 99.0 99.00
2007 05 09 21 00 352  8.2  9.4  1.85  5.88  4.92 999 1026.2   9.7  11.6 999.0 99.0 99.00
2007 05 09 22 00 350  8.7 10.3  1.77  7.69  4.72 999 1025.7   9.7  11.6 999.0 99.0 99.00
2007 05 09 23 00   5  8.2 10.1  1.85  6.25  4.74 999 1025.6   9.7  11.6 999.0 99.0 99.00
2007 05 10 00 00   0  8.2  9.8  1.79  7.14  4.80 999 1025.2   9.7  11.6 999.0 99.0 99.00
2007 05 10 01 00 355  7.5  9.0  1.78  7.14  4.82 999 1025.1   9.8  11.6 999.0 99.0 99.00
2007 05 10 02 00 356  7.6  9.5  1.58  6.67  4.68 999 1025.1   9.7  11.6 999.0 99.0 99.00
2007 05 10 03 00 351  7.9 11.1  1.59  6.25  4.70 999 1024.9   9.7  11.6 999.0 99.0 99.00
2007 05 10 04 00 359  7.8  9.2  1.53  6.67  4.66 999 1025.0   9.7  11.6 999.0 99.0 99.00
2007 05 10 05 00 359  8.3 10.5  1.68  7.14  4.74 999 1025.2   9.9  11.6 999.0 99.0 99.00
2007 05 10 06 00 348  7.7  9.8  1.60  5.88  4.92 999 1025.6   9.8  11.6 999.0 99.0 99.00
2007 05 10 07 00 353  6.9  8.1  1.56  7.14  4.68 999 1025.4   9.9  11.6 999.0 99.0 99.00
2007 05 10 08 00 345  6.6  8.3  1.53  7.14  4.79 999 1025.3   9.8  11.6 999.0 99.0 99.00
2007 05 10 09 00   7  7.5  8.6  1.55  6.67  4.98 999 1025.0   9.9  11.6 999.0 99.0 99.00
2007 05 10 10 00 345  7.3  8.8  1.47  6.25  4.87 999 1024.6   9.7  11.6 999.0 99.0 99.00
2007 05 10 11 00 355  6.1  7.5  1.64  7.14  5.06 999 1024.7   9.8  11.6 999.0 99.0 99.00
2007 05 10 12 00 333  6.6  8.3  1.48  6.67  4.87 999 1024.9   9.8  11.6 999.0 99.0 99.00
2007 05 10 13 00 337  6.3  7.3  1.52  6.25  4.96 999 1024.8   9.8  11.6 999.0 99.0 99.00
2007 05 10 14 00 347  7.1  8.7  1.46  7.14  4.80 999 1024.9  10.0  11.6 999.0 99.0 99.00
2007 05 10 15 00 343  7.3  8.8  1.62  6.67  4.84 999 1025.4   9.7  11.6 999.0 99.0 99.00
2007 05 10 16 00 341  6.6  7.6  1.45  6.25  4.82 999 1025.8   9.9  11.7 999.0 99.0 99.00
2007 05 10 17 00 337  5.4  7.0  1.44  6.25  4.70 999 1026.1   9.8  11.7 999.0 99.0 99.00
2007 05 10 18 00 353  6.1  7.6  1.42  6.67  4.86 999 1026.0   9.9  11.7 999.0 99.0 99.00
2007 05 10 19 00   9  5.3  6.9  1.40  7.14  4.93 999 1026.1   9.9  11.7 999.0 99.0 99.00
2007 05 10 20 00  15  5.4  6.4  1.37  7.69  4.90 999 1026.3  10.0  11.7 999.0 99.0 99.00
2007 05 10 21 00   2  4.5  5.7  1.32  7.69  4.98 999 1026.3  10.1  11.7 999.0 99.0 99.00
2007 05 10 22 00   0  3.8  4.8  1.31  8.33  4.99 999 1026.3   9.9  11.7 999.0 99.0 99.00
2007 05 10 23 00 359  5.1  6.0  1.30  6.67  5.07 999 1026.1  10.1  11.7 999.0 99.0 99.00
2007 05 11 00 00   6  6.4  7.5  1.40  5.88  5.18 999 1025.9   9.9  11.7 999.0 99.0 99.00
2007 05 11 01 00   8  6.3  7.4  1.37  7.69  4.83 999 1025.8   9.7  11.7 999.0 99.0 99.00
2007 05 11 02 00   0  5.5  6.5  1.38  5.56  4.83 999 1025.6  10.0  11.7 999.0 99.0 99.00
2007 05 11 03 00 359  6.3  7.5  1.31  7.69  4.94 999 1025.6   9.9  11.7 999.0 99.0 99.00
2007 05 11 04 00   2  6.1  7.3  1.33  7.69  4.77 999 1025.6   9.9  11.7 999.0 99.0 99.00
2007 05 11 05 00   4  6.7  7.9  1.24  7.14  4.74 999 1025.9   9.9  11.7 999.0 99.0 99.00
2007 05 11 06 00  10  5.5  6.9  1.34  7.69  5.00 999 1026.1  10.1  11.7 999.0 99.0 99.00
2007 05 11 07 00   4  5.7  6.9  1.25  5.88  4.75 999 1026.0  10.1  11.7 999.0 99.0 99.00
2007 05 11 08 00   0  5.4  6.4  1.25  6.25  4.93 999 1025.8  10.1  11.7 999.0 99.0 99.00
2007 05 11 09 00  11  5.1  6.2  1.23  7.69  5.13 999 1025.6  10.0  11.7 999.0 99.0 99.00
2007 05 11 10 00   2  6.3  8.4  1.25  7.69  4.93 999 1025.1  10.1  11.7 999.0 99.0 99.00
2007 05 11 11 00  11  6.5  7.9  1.24  7.14  4.66 999 1024.9  10.2  11.7 999.0 99.0 99.00
2007 05 11 12 00  12  6.0  7.4  1.18  7.69  4.85 999 1024.8  10.2  11.7 999.0 99.0 99.00
2007 05 11 13 00  14  5.8  7.4  1.19  7.14  4.91 999 1024.6  10.0  11.7 999.0 99.0 99.00
2007 05 11 14 00   8  6.0  7.0  1.23  6.67  4.88 999 1024.7  10.1  11.7 999.0 99.0 99.00
2007 05 11 15 00  20  5.5  7.4  1.22  7.69  4.79 999 1024.8  10.0  11.7 999.0 99.0 99.00
2007 05 11 16 00  13  3.8  5.0  1.17  5.26  4.84 999 1025.1  10.0  11.7 999.0 99.0 99.00
2007 05 11 17 00   0  6.1  7.4  1.13  5.00  4.74 999 1025.1  10.0  11.7 999.0 99.0 99.00
2007 05 11 18 00   2  7.0  8.7  1.15  5.26  4.50 999 1025.0  10.0  11.7 999.0 99.0 99.00
2007 05 11 19 00   6  6.7  7.6  1.24  7.14  4.53 999 1025.3  10.0  11.8 999.0 99.0 99.00
2007 05 11 20 00   6  7.4  8.6  1.30  7.69  4.47 999 1025.1  10.2  11.7 999.0 99.0 99.00
2007 05 11 21 00 357  7.1  8.3  1.36  7.14  4.50 999 1024.9  10.4  11.8 999.0 99.0 99.00
2007 05 11 22 00 348  7.8  9.2  1.44  5.56  4.36 999 1025.0   9.8  11.8 999.0 99.0 99.00
2007 05 11 23 00 348  4.7  5.6  1.26  5.56  4.69 999 1024.9  10.1  11.8 999.0 99.0 99.00
2007 05 12 00 00   0  6.6  8.1  1.24  7.69  4.71 999 1024.7  10.5  11.8 999.0 99.0 99.00
2007 05 12 01 00 350  6.3  7.6  1.37  5.56  4.72 999 1024.7  10.6  11.8 999.0 99.0 99.00
2007 05 12 02 00 340  6.5  7.8  1.31  5.56  4.80 999 1024.6  10.6  11.8 999.0 99.0 99.00
2007 05 12 03 00 338  7.5  8.8  1.28  8.33  4.59 999 1024.4  10.0  11.8 999.0 99.0 99.00
2007 05 12 04 00 343  6.4  7.9  1.40  5.88  4.81 999 1024.4  10.5  11.8 999.0 99.0 99.00
2007 05 12 05 00 349  6.5  8.0  1.34  7.69  4.80 999 1024.5  10.7  11.8 999.0 99.0 99.00
2007 05 12 06 00 357  6.6  7.5  1.37  5.88  5.00 999 1024.8  10.8  11.7 999.0 99.0 99.00
2007 05 12 07 00   1  6.2  7.4  1.42  5.88  4.97 999 1025.0  10.7  11.7 999.0 99.0 99.00
2007 05 12 08 00 359  5.6  6.7  1.46  7.69  5.09 999 1025.4  10.7  11.7 999.0 99.0 99.00
2007 05 12 09 00 357  5.2  6.1  1.46  5.88  5.13 999 1025.4  10.7  11.7 999.0 99.0 99.00
2007 05 12 10 00 350  5.0  6.2  1.43  8.33  5.20 999 1025.3  10.6  11.7 999.0 99.0 99.00
2007 05 12 11 00 352  5.5  6.7  1.57  6.25  5.25 999 1025.1  10.6  11.7 999.0 99.0 99.00
2007 05 12 12 00 330  6.1  7.4  1.49  6.67  5.20 999 1025.1  10.7  11.7 999.0 99.0 99.00
2007 05 12 13 00 329  6.1  7.5  1.53  7.69  5.08 999 1025.1  10.7  11.7 999.0 99.0 99.00
2007 05 12 14 00 333  6.3  7.6  1.61  7.69  5.32 999 1025.2  10.6  11.8 999.0 99.0 99.00
2007 05 12 15 00 338  6.4  7.4  1.68  7.69  5.32 999 1025.8  10.7  11.7 999.0 99.0 99.00
2007 05 12 16 00 347  8.5 10.1  1.66  7.69  5.39 999 1026.3  10.6  11.8 999.0 99.0 99.00
2007 05 12 17 00 337  7.4  8.9  1.64  7.69  4.98 999 1026.6  10.6  11.8 999.0 99.0 99.00
2007 05 12 18 00 342  5.2  6.1  1.67  6.67  4.94 999 1026.9  10.7  11.8 999.0 99.0 99.00
2007 05 12 19 00 335  4.7  6.1  1.62  6.25  5.23 999 1027.4  10.8  11.9 999.0 99.0 99.00
2007 05 12 20 00 326  4.8  5.6  1.56  7.69  5.22 999 1027.8  10.9  11.9 999.0 99.0 99.00
2007 05 12 21 00 319  4.4  5.4  1.48  8.33  5.11 999 1027.8  11.1  12.0 999.0 99.0 99.00
2007 05 12 22 00 341  4.0  5.4  1.58  8.33  5.49 999 1028.2  10.5  12.1 999.0 99.0 99.00
2007 05 12 23 00 328  3.5  4.6  1.57  6.67  5.48 999 1028.3  10.9  12.2 999.0 99.0 99.00
2007 05 13 00 00 281  4.9  6.5  1.52  7.69  5.61 999 1028.7   9.0  12.1 999.0 99.0 99.00
2007 05 13 01 00 309  3.4  5.7  1.55  7.69  5.82 999 1028.4  10.5  12.1 999.0 99.0 99.00
2007 05 13 02 00 308  4.5  5.8  1.62  9.09  6.04 999 1028.5  10.7  12.1 999.0 99.0 99.00
2007 05 13 03 00 314  4.2  5.3  1.80  8.33  6.23 999 1028.5  10.7  12.1 999.0 99.0 99.00
2007 05 13 04 00 312  4.4  5.4  1.66  8.33  5.99 999 1028.7  10.7  12.0 999.0 99.0 99.00
2007 05 13 05 00 329  3.3  3.9  1.60  8.33  5.96 999 1029.2  10.7  12.0 999.0 99.0 99.00
2007 05 13 06 00 318  3.5  4.4  1.61  7.69  5.99 999 1029.7  10.8  12.0 999.0 99.0 99.00
2007 05 13 07 00 311  3.4  5.0  1.66  8.33  6.02 999 1029.9  10.7  12.0 999.0 99.0 99.00
2007 05 13 08 00 324  3.9  4.9  1.49 10.00  6.11 999 1029.9  10.7  11.9 999.0 99.0 99.00
2007 05 13 09 00 328  3.5  4.2  1.38 10.00  5.73 999 1030.0  10.6  11.9 999.0 99.0 99.00
2007 05 13 10 00 335  3.6  4.5  1.40  9.09  6.03 999 1029.7  10.5  11.9 999.0 99.0 99.00
2007 05 13 11 00 336  3.4  4.5  1.42  9.09  6.01 999 1029.5  10.5  11.8 999.0 99.0 99.00
2007 05 13 12 00 347  3.0  4.1  1.33 10.00  5.99 999 1029.5  10.4  11.8 999.0 99.0 99.00
2007 05 13 13 00 331  3.4  4.5  1.48  9.09  6.44 999 1030.0  10.4  11.9 999.0 99.0 99.00
2007 05 13 14 00 337  4.1  5.1  1.24  8.33  6.02 999 1030.3  10.4  11.9 999.0 99.0 99.00
2007 05 13 15 00 346  4.2  5.1  1.42  9.09  6.39 999 1030.6  10.6  11.9 999.0 99.0 99.00
2007 05 13 16 00 355  3.9  4.9  1.30  8.33  6.22 999 1030.7  10.7  11.9 999.0 99.0 99.00
2007 05 13 17 00 356  3.9  4.8  1.17  9.09  6.00 999 1031.1  10.6  11.9 999.0 99.0 99.00
2007 05 13 18 00 358  3.5  4.5  1.21  8.33  6.06 999 1031.2  10.6  12.0 999.0 99.0 99.00
2007 05 13 19 00  11  3.1  3.9  1.33  8.33  6.17 999 1031.5  10.6  12.1 999.0 99.0 99.00
2007 05 13 20 00 358  2.5  3.1  1.28  8.33  5.96 999 1031.6  10.7  12.3 999.0 99.0 99.00
2007 05 13 21 00   4  3.5  4.5  1.16  7.69  5.97 999 1031.5  10.7  12.4 999.0 99.0 99.00
2007 05 13 22 00  11  2.9  3.7  1.07  7.69  5.85 999 1031.3  10.8  12.6 999.0 99.0 99.00
2007 05 13 23 00  12  3.7  4.6  1.13  7.69  5.90 999 1031.0  10.8  12.6 999.0 99.0 99.00
