YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 03 27 06 00 999  9.8 12.7  2.20 10.00  5.84 999 1012.8   9.1   9.4 999.0 99.0 99.00
2006 03 27 07 00 999 10.6 12.8  2.27  9.09  5.57 999 1011.7   9.0   9.4 999.0 99.0 99.00
2006 03 27 08 00 999 11.8 13.9  2.29  5.26  5.49 999 1010.3   9.0   9.4 999.0 99.0 99.00
2006 03 27 09 00 999 10.8 12.9  2.50  5.88  5.74 999 1009.5   9.0   9.4 999.0 99.0 99.00
2006 03 27 10 00 999 12.0 14.2  2.55  6.25  5.54 999 1008.4   9.0   9.4 999.0 99.0 99.00
2006 03 27 11 00 999 11.6 13.9  2.58  6.25  5.58 999 1007.0   9.0   9.4 999.0 99.0 99.00
2006 03 27 12 00 999 11.3 13.6  2.74  6.67  5.84 999 1005.4   9.0   9.4 999.0 99.0 99.00
2006 03 27 13 00 999 12.0 14.3  3.01  6.67  5.93 999 1004.3   9.0   9.4 999.0 99.0 99.00
2006 03 27 14 00 999 12.3 14.6  3.00  7.14  6.04 999 1003.1   9.0   9.4 999.0 99.0 99.00
2006 03 27 15 00 999 11.5 13.9  3.01  7.14  5.87 999 1002.1   9.0   9.4 999.0 99.0 99.00
2006 03 27 16 00 999 12.8 15.6  3.05  7.69  5.71 999 1001.3   8.5   9.4 999.0 99.0 99.00
2006 03 27 17 00 999 13.0 15.6  3.47  8.33  6.03 999 1000.5   8.4   9.4 999.0 99.0 99.00
2006 03 27 18 00 999 11.9 14.2  3.05  8.33  5.85 999  999.6   8.3   9.4 999.0 99.0 99.00
2006 03 27 19 00 999 12.3 14.4  3.19  9.09  5.92 999  999.1   7.9   9.4 999.0 99.0 99.00
2006 03 27 20 00 999 12.0 14.6  3.37  7.69  6.05 999  997.9   7.6   9.4 999.0 99.0 99.00
2006 03 27 21 00 999 11.4 13.8  3.43  8.33  6.12 999  997.1   7.5   9.4 999.0 99.0 99.00
2006 03 27 22 00 999 10.5 12.8  3.38  8.33  6.39 999  996.0   7.1   9.4 999.0 99.0 99.00
2006 03 27 23 00 999  9.6 11.5  3.29  8.33  6.36 999  994.7   7.0   9.4 999.0 99.0 99.00
2006 03 28 00 00 999 10.2 11.8  3.23  9.09  6.52 999  993.8   6.6   9.4 999.0 99.0 99.00
2006 03 28 01 00 999  8.2  9.9  3.04  9.09  6.44 999  992.6   6.6   9.4 999.0 99.0 99.00
2006 03 28 02 00 999  7.7  9.4  2.88  9.09  6.44 999  991.7   6.6   9.4 999.0 99.0 99.00
2006 03 28 03 00 999  5.0  5.9  2.81  8.33  6.59 999  990.8   6.3   9.4 999.0 99.0 99.00
2006 03 28 04 00 999  5.3  7.2  2.44  8.33  6.45 999  990.1   6.6   9.4 999.0 99.0 99.00
2006 03 28 05 00 999  5.4  6.6  2.46  9.09  6.37 999  989.9   6.7   9.4 999.0 99.0 99.00
2006 03 28 06 00 999  5.3  6.7  2.25  8.33  6.51 999  990.0   7.1   9.4 999.0 99.0 99.00
2006 03 28 07 00 999  7.4  8.8  2.30  8.33  6.87 999  990.0   7.4   9.4 999.0 99.0 99.00
2006 03 28 08 00 999  7.9  9.2  2.48  8.33  6.51 999  990.2   7.8   9.4 999.0 99.0 99.00
2006 03 28 09 00 999  8.6 10.2  2.72  8.33  6.93 999  990.6   7.8   9.4 999.0 99.0 99.00
2006 03 28 10 00 999  5.8 10.1  3.06  9.09  6.99 999  991.3   7.2   9.4 999.0 99.0 99.00
2006 03 28 11 00 999  9.7 11.6  3.02 10.00  7.09 999  991.4   7.5   9.4 999.0 99.0 99.00
2006 03 28 12 00 999  9.1 11.5  3.42 10.00  7.17 999  991.5   7.8   9.4 999.0 99.0 99.00
2006 03 28 13 00 999 10.6 13.1  3.86  9.09  7.36 999  991.5   7.8   9.4 999.0 99.0 99.00
2006 03 28 14 00 999  9.0 12.9  3.94  9.09  7.07 999  991.6   8.0   9.4 999.0 99.0 99.00
2006 03 28 15 00 999  5.7  7.3  3.68 10.00  7.16 999  992.2   8.4   9.4 999.0 99.0 99.00
2006 03 28 16 00 999  5.8  7.1  3.43  9.09  7.23 999  992.1   9.0   9.4 999.0 99.0 99.00
2006 03 28 17 00 999  8.2 10.2  3.56 10.00  7.33 999  991.6   8.3   9.4 999.0 99.0 99.00
2006 03 28 18 00 999  6.0  7.3  3.53 11.11  7.41 999  991.4   8.9   9.4 999.0 99.0 99.00
2006 03 28 19 00 999  3.1  5.2  3.65 10.00  7.32 999  991.5   8.5   9.4 999.0 99.0 99.00
2006 03 28 20 00 999  1.8  3.8  3.93  9.09  7.63 999  991.9   8.9   9.4 999.0 99.0 99.00
2006 03 28 21 00 999  6.3  8.0  3.63  9.09  7.60 999  993.1   9.0   9.5 999.0 99.0 99.00
2006 03 28 22 00 999  7.8  9.6  3.39 10.00  7.63 999  995.0   8.9   9.5 999.0 99.0 99.00
2006 03 28 23 00 999  8.4 10.1  3.30 10.00  7.34 999  996.8   9.1   9.4 999.0 99.0 99.00
2006 03 29 00 00 999  9.6 11.7  3.42  9.09  7.52 999  998.1   9.0   9.4 999.0 99.0 99.00
2006 03 29 01 00 999  8.4 10.7  3.34  9.09  7.18 999  999.5   9.0   9.4 999.0 99.0 99.00
2006 03 29 02 00 999  9.4 11.4  3.34 12.50  7.26 999 1000.7   9.3   9.4 999.0 99.0 99.00
2006 03 29 03 00 999  9.3 11.0  2.75 11.11  6.39 999 1001.9   9.1   9.4 999.0 99.0 99.00
2006 03 29 04 00 999  9.4 11.1  3.25 11.11  6.85 999 1003.2   9.1   9.4 999.0 99.0 99.00
2006 03 29 05 00 999  8.4 10.6  2.94 11.11  6.54 999 1004.9   9.4   9.4 999.0 99.0 99.00
2006 03 29 06 00 999  7.8  9.6  3.17 10.00  6.81 999 1005.7   9.4   9.4 999.0 99.0 99.00
2006 03 29 07 00 999  8.0  9.8  2.99 11.11  6.80 999 1006.6   9.4   9.4 999.0 99.0 99.00
2006 03 29 08 00 999  7.9  9.4  2.84 10.00  6.79 999 1007.3   9.1   9.4 999.0 99.0 99.00
2006 03 29 09 00 999  7.1  9.1  2.71 12.50  6.69 999 1008.0   9.0   9.4 999.0 99.0 99.00
2006 03 29 10 00 999  6.5  8.0  2.56 10.00  6.48 999 1008.4   9.0   9.4 999.0 99.0 99.00
2006 03 29 11 00 999  5.8  7.5  2.77 11.11  7.05 999 1008.9   9.0   9.4 999.0 99.0 99.00
2006 03 29 12 00 999  6.3  7.9  2.79 10.00  7.08 999 1009.5   9.1   9.4 999.0 99.0 99.00
2006 03 29 13 00 999  8.5 10.5  2.46  9.09  6.80 999 1009.9   8.7   9.4 999.0 99.0 99.00
2006 03 29 14 00 999  7.4  8.9  2.44 10.00  6.49 999 1010.5   8.9   9.4 999.0 99.0 99.00
2006 03 29 15 00 999  5.9  6.9  2.73 10.00  6.91 999 1011.2   9.0   9.4 999.0 99.0 99.00
2006 03 29 16 00 999  6.4  7.8  2.47 11.11  6.73 999 1012.3   9.1   9.4 999.0 99.0 99.00
2006 03 29 17 00 999  6.4  7.6  2.78 10.00  7.25 999 1012.5   9.3   9.4 999.0 99.0 99.00
2006 03 29 18 00 999  4.6  5.4  2.21  9.09  6.45 999 1012.9   9.4   9.4 999.0 99.0 99.00
2006 03 29 19 00 999  4.7  5.5  2.14 10.00  6.73 999 1013.3   9.1   9.4 999.0 99.0 99.00
2006 03 29 20 00 999  5.5  6.4  2.35  8.33  7.04 999 1014.0   8.9   9.4 999.0 99.0 99.00
2006 03 29 21 00 999  4.9  6.2  2.31 10.00  6.74 999 1014.2   8.7   9.4 999.0 99.0 99.00
2006 03 29 22 00 999  5.2  6.3  2.32 11.11  7.04 999 1014.4   8.7   9.4 999.0 99.0 99.00
2006 03 29 23 00 999  4.4  5.5  2.08 10.00  6.73 999 1014.3   8.7   9.4 999.0 99.0 99.00
2006 03 30 00 00 999  5.0  6.7  2.12 10.00  6.77 999 1014.3   8.6   9.4 999.0 99.0 99.00
2006 03 30 01 00 999  4.8  5.9  2.23 10.00  6.67 999 1014.1   8.9   9.4 999.0 99.0 99.00
2006 03 30 02 00 999  4.5  5.7  2.00 10.00  6.93 999 1013.9   8.9   9.4 999.0 99.0 99.00
2006 03 30 03 00 999  4.1  5.1  1.94  8.33  6.91 999 1014.0   8.7   9.4 999.0 99.0 99.00
2006 03 30 04 00 999  3.4  4.3  1.87  8.33  6.58 999 1014.0   8.7   9.4 999.0 99.0 99.00
2006 03 30 05 00 999  4.0  4.9  1.91  7.69  6.68 999 1014.0 999.0   9.4 999.0 99.0 99.00
2006 03 30 06 00 999  4.8  5.8  2.02  9.09  6.74 999 1014.1   9.0   9.4 999.0 99.0 99.00
2006 03 30 07 00 999  4.9  5.9  1.82 10.00  6.52 999 1013.5   9.0   9.4 999.0 99.0 99.00
2006 03 30 08 00 999  4.1  8.2  1.86  7.14  6.49 999 1013.4   8.7   9.4 999.0 99.0 99.00
2006 03 30 09 00 999  6.9  8.2  1.78 11.11  6.68 999 1013.4   8.3   9.4 999.0 99.0 99.00
2006 03 30 10 00 999  4.3  5.3  1.72  9.09  6.72 999 1013.2   8.3   9.4 999.0 99.0 99.00
2006 03 30 11 00 999  3.9  4.6  1.64 10.00  6.78 999 1012.5   8.6   9.4 999.0 99.0 99.00
2006 03 30 12 00 999  5.5  6.4  1.61  8.33  6.75 999 1011.9   8.6   9.4 999.0 99.0 99.00
2006 03 30 13 00 999  3.5  4.6  1.68 16.67  7.08 999 1011.6   8.2   9.4 999.0 99.0 99.00
2006 03 30 14 00 999  4.8  5.8  1.66 14.29  6.92 999 1011.1   8.7   9.4 999.0 99.0 99.00
2006 03 30 15 00 999  5.7  6.7  1.58  8.33  6.66 999 1010.9   8.6   9.4 999.0 99.0 99.00
2006 03 30 16 00 999  5.9  6.9  1.67 14.29  6.92 999 1010.4   8.7   9.4 999.0 99.0 99.00
2006 03 30 17 00 999  3.9  4.9  1.69 14.29  6.89 999 1010.1   8.2   9.4 999.0 99.0 99.00
2006 03 30 18 00 999  5.8  7.0  1.52 14.29  6.46 999 1009.5   8.9   9.4 999.0 99.0 99.00
2006 03 30 19 00 999  3.6  4.4  1.57 14.29  6.51 999 1009.0   8.6   9.4 999.0 99.0 99.00
2006 03 30 20 00 999  5.3  7.8  1.71 14.29  6.80 999 1008.1   8.8   9.4 999.0 99.0 99.00
2006 03 30 21 00 999  7.0  8.4  1.60 14.29  6.34 999 1007.2   9.5   9.4 999.0 99.0 99.00
2006 03 30 22 00 999  8.2 10.0  1.58  8.33  5.38 999 1006.4   9.0   9.4 999.0 99.0 99.00
2006 03 30 23 00 999  8.1 10.0  1.71 14.29  5.42 999 1005.0   8.8   9.4 999.0 99.0 99.00
2006 03 31 00 00 999  3.7  4.3  1.65 14.29  5.55 999 1004.7   7.8   9.4 999.0 99.0 99.00
2006 03 31 01 00 999  3.1  3.9  1.44 14.29  5.64 999 1004.0   7.9   9.4 999.0 99.0 99.00
2006 03 31 02 00 999  2.0  2.7  1.48 14.29  5.68 999 1003.3   7.5   9.4 999.0 99.0 99.00
2006 03 31 03 00 999  2.6  3.4  1.50 14.29  6.04 999 1003.0   7.5   9.4 999.0 99.0 99.00
2006 03 31 04 00 999  3.9  4.7  1.69 14.29  6.56 999 1003.0   7.8   9.4 999.0 99.0 99.00
2006 03 31 05 00 999  5.2  7.2  1.70 14.29  6.48 999 1003.1   7.6   9.4 999.0 99.0 99.00
2006 03 31 06 00 999  4.7  5.8  1.75  9.09  6.53 999 1003.1   7.8   9.4 999.0 99.0 99.00
2006 03 31 07 00 999  6.7  7.9  1.97 12.50  6.55 999 1002.6   7.5   9.4 999.0 99.0 99.00
2006 03 31 08 00 999  5.5  7.1  2.40 14.29  7.52 999 1002.4   7.7   9.4 999.0 99.0 99.00
2006 03 31 09 00 999  5.9  7.9  2.55 14.29  7.52 999 1002.1   7.8   9.4 999.0 99.0 99.00
2006 03 31 10 00 999  5.4  6.7  2.74 14.29  7.88 999 1001.8   7.8   9.4 999.0 99.0 99.00
2006 03 31 11 00 999  3.8  4.7  3.06 14.29  8.67 999 1001.6   7.5   9.4 999.0 99.0 99.00
2006 03 31 12 00 999  5.2  6.5  3.15 14.29  8.54 999 1001.4   7.8   9.4 999.0 99.0 99.00
2006 03 31 13 00 999  4.8  6.1  3.58 14.29  9.26 999 1001.4   7.8   9.4 999.0 99.0 99.00
2006 03 31 14 00 999  4.7  5.7  3.04 14.29  8.95 999 1001.7   7.6   9.4 999.0 99.0 99.00
2006 03 31 15 00 999  3.0  4.7  3.03 12.50  8.52 999 1002.3   7.4   9.4 999.0 99.0 99.00
2006 03 31 16 00 999  3.3  3.9  3.10 14.29  8.83 999 1002.8   7.9   9.4 999.0 99.0 99.00
2006 03 31 17 00 999  3.3  4.7  3.24 14.29  8.94 999 1003.2   8.2   9.4 999.0 99.0 99.00
2006 03 31 18 00 999  3.4  4.4  3.08 12.50  8.70 999 1003.8   8.2   9.4 999.0 99.0 99.00
2006 03 31 19 00 999  2.7  3.9  3.16 12.50  8.70 999 1004.2   8.3   9.4 999.0 99.0 99.00
2006 03 31 20 00 999  2.7  3.9  2.96 12.50  8.52 999 1004.5   8.6   9.4 999.0 99.0 99.00
2006 03 31 21 00 999  5.5  7.1  2.91 12.50  8.71 999 1004.7   7.3   9.4 999.0 99.0 99.00
2006 03 31 22 00 999  4.4  5.6  2.56 12.50  8.31 999 1004.7   7.8   9.5 999.0 99.0 99.00
2006 03 31 23 00 999  5.4  6.5  2.59 12.50  8.58 999 1005.2   7.6   9.5 999.0 99.0 99.00
2006 04 01 00 00 999  6.7  7.9  2.64 12.50  8.48 999 1005.7   7.9   9.5 999.0 99.0 99.00
2006 04 01 01 00 999  7.3  9.3  2.74 12.50  8.35 999 1006.2   7.9   9.5 999.0 99.0 99.00
2006 04 01 02 00 999  8.3  9.9  2.80 11.11  8.13 999 1006.4   8.7   9.5 999.0 99.0 99.00
2006 04 01 03 00 999  8.2 10.3  2.88 12.50  7.41 999 1007.4   8.7   9.5 999.0 99.0 99.00
2006 04 01 04 00 999  7.5  8.7  3.05 12.50  7.60 999 1007.9   8.3   9.4 999.0 99.0 99.00
2006 04 01 05 00 999  7.8  9.5  2.90 12.50  7.29 999 1008.8   9.0   9.4 999.0 99.0 99.00
2006 04 01 06 00 999  6.9  8.4  2.88 11.11  7.29 999 1009.5   8.9   9.4 999.0 99.0 99.00
2006 04 01 07 00 999  7.9 10.1  3.05 12.50  7.51 999 1010.2   9.0   9.4 999.0 99.0 99.00
2006 04 01 08 00 999  6.1  7.3  3.10 12.50  7.35 999 1010.1   8.7   9.4 999.0 99.0 99.00
2006 04 01 09 00 999  6.0  7.7  2.75 12.50  6.89 999 1010.1   8.7   9.4 999.0 99.0 99.00
2006 04 01 10 00 999  6.5  8.2  2.95 11.11  7.26 999 1010.4   8.7   9.4 999.0 99.0 99.00
2006 04 01 11 00 999  5.9  7.4  2.64 12.50  6.94 999 1010.8   8.7   9.4 999.0 99.0 99.00
2006 04 01 12 00 999  5.9  7.2  2.56 12.50  7.05 999 1011.0   8.6   9.4 999.0 99.0 99.00
2006 04 01 13 00 999  4.7  5.6  2.52 12.50  7.29 999 1010.2   8.3   9.4 999.0 99.0 99.00
2006 04 01 14 00 999  6.0  7.2  2.56 11.11  7.18 999 1010.2   8.6   9.4 999.0 99.0 99.00
2006 04 01 15 00 999  6.5  8.5  2.46 11.11  7.23 999 1010.1   8.6   9.4 999.0 99.0 99.00
2006 04 01 16 00 999  5.8  7.3  2.17 11.11  6.87 999 1010.1   8.6   9.4 999.0 99.0 99.00
2006 04 01 17 00 999  8.0  9.5  2.30 12.50  6.93 999 1009.7   9.0   9.4 999.0 99.0 99.00
2006 04 01 18 00 999  8.8 11.1  2.22 10.00  6.61 999 1009.4   9.0   9.4 999.0 99.0 99.00
2006 04 01 19 00 999 11.1 13.1  2.24 11.11  6.41 999 1008.7   9.4   9.4 999.0 99.0 99.00
2006 04 01 20 00 999 12.4 15.4  2.40 11.11  6.01 999 1008.0   9.0   9.4 999.0 99.0 99.00
2006 04 01 21 00 999 11.5 14.1  2.58  9.09  5.67 999 1007.0   8.7   9.4 999.0 99.0 99.00
2006 04 01 22 00 999 13.0 16.0  2.59  5.56  5.49 999 1005.5   8.7   9.4 999.0 99.0 99.00
2006 04 01 23 00 999 14.8 18.1  2.83  5.88  5.48 999 1004.1   8.9   9.4 999.0 99.0 99.00
2006 04 02 00 00 999 16.2 19.8  3.04  6.25  5.58 999 1002.4   9.0   9.4 999.0 99.0 99.00
2006 04 02 01 00 999 15.8 19.6  3.67  7.14  5.83 999 1001.1   9.4   9.4 999.0 99.0 99.00
2006 04 02 02 00 999 14.5 17.4  3.85  7.69  6.08 999 1000.4   9.7   9.4 999.0 99.0 99.00
2006 04 02 03 00 999  6.6  8.7  3.43  8.33  6.35 999 1001.5   9.6   9.5 999.0 99.0 99.00
2006 04 02 04 00 999  7.8  9.8  3.30  8.33  6.46 999 1001.8   9.5   9.5 999.0 99.0 99.00
2006 04 02 05 00 999  7.5  9.2  3.65  8.33  6.81 999 1002.5   9.4   9.4 999.0 99.0 99.00
2006 04 02 06 00 999  7.6  9.3  3.29  9.09  6.62 999 1003.2   8.9   9.4 999.0 99.0 99.00
2006 04 02 07 00 999  7.6  9.1  3.24  9.09  6.69 999 1003.7   8.4   9.4 999.0 99.0 99.00
2006 04 02 08 00 999  7.4  8.9  3.34  9.09  6.80 999 1003.8   8.7   9.4 999.0 99.0 99.00
2006 04 02 09 00 999  7.2  8.7  3.27  9.09  6.75 999 1004.1   8.6   9.4 999.0 99.0 99.00
2006 04 02 10 00 999  7.8  9.9  3.20  9.09  6.78 999 1004.4   8.7   9.4 999.0 99.0 99.00
2006 04 02 11 00 999  7.6  9.6  3.05  9.09  6.90 999 1004.7   8.6   9.4 999.0 99.0 99.00
2006 04 02 12 00 999  6.8  8.3  3.69  9.09  7.22 999 1004.8   8.5   9.4 999.0 99.0 99.00
2006 04 02 13 00 999  5.5  7.0  3.73  9.09  7.34 999 1005.2   7.9   9.4 999.0 99.0 99.00
2006 04 02 14 00 999  9.2 13.1  3.42  8.33  7.18 999 1005.6   8.0   9.4 999.0 99.0 99.00
2006 04 02 15 00 999  5.7  7.5  3.39  9.09  7.19 999 1006.2   7.5   9.4 999.0 99.0 99.00
2006 04 02 16 00 999  7.2  8.6  3.63 10.00  7.37 999 1007.1   8.2   9.5 999.0 99.0 99.00
2006 04 02 17 00 999  6.2  7.4  3.60  9.09  7.51 999 1007.5   8.2   9.5 999.0 99.0 99.00
2006 04 02 18 00 999  6.0  7.8  3.61 10.00  7.38 999 1008.1   8.2   9.5 999.0 99.0 99.00
2006 04 02 19 00 999  4.9  6.1  3.76 10.00  7.72 999 1008.6   8.3   9.5 999.0 99.0 99.00
2006 04 02 20 00 999  5.0  6.2  3.63 10.00  7.68 999 1008.5   8.6   9.5 999.0 99.0 99.00
2006 04 02 21 00 999  5.3  6.5  3.75 11.11  8.03 999 1008.8   8.7   9.5 999.0 99.0 99.00
2006 04 02 23 00 999  5.3  6.5  3.86 11.11  7.88 999 1008.8   8.9   9.7 999.0 99.0 99.00
2006 04 03 00 00 999  5.1  6.4  3.69 12.50  8.26 999 1008.9   9.0   9.7 999.0 99.0 99.00
2006 04 03 01 00 999  4.1  5.5  3.56 11.11  8.32 999 1008.5   9.1   9.7 999.0 99.0 99.00
2006 04 03 02 00 999  4.5  5.5  3.73 12.50  8.70 999 1008.4   9.0   9.7 999.0 99.0 99.00
2006 04 03 03 00 999  2.7  4.3  3.41 12.50  8.56 999 1008.4   8.7   9.6 999.0 99.0 99.00
2006 04 03 04 00 999  2.7  4.4  3.50 12.50  8.64 999 1008.4   8.7   9.5 999.0 99.0 99.00
2006 04 03 05 00 999  5.2  7.2  3.37 11.11  8.66 999 1008.7   8.7   9.5 999.0 99.0 99.00
2006 04 03 06 00 999  5.8  7.3  3.45 12.50  8.65 999 1008.6   8.7   9.5 999.0 99.0 99.00
2006 04 03 07 00 999  6.2  8.1  3.17 12.50  8.40 999 1008.2   8.7   9.5 999.0 99.0 99.00
2006 04 03 08 00 999  4.6  6.0  3.19 12.50  8.11 999 1007.8   8.6   9.5 999.0 99.0 99.00
2006 04 03 09 00 999  4.7  6.4  3.55 12.50  8.75 999 1007.6   8.6   9.5 999.0 99.0 99.00
2006 04 03 10 00 999  4.1  5.6  3.17 11.11  8.39 999 1007.4   8.3   9.4 999.0 99.0 99.00
2006 04 03 11 00 999  4.7  5.8  3.16 12.50  8.65 999 1007.5   8.3   9.4 999.0 99.0 99.00
2006 04 03 12 00 999  4.8  5.9  3.22 11.11  8.34 999 1007.3   8.3   9.4 999.0 99.0 99.00
2006 04 03 13 00 999  4.4  5.5  3.53 12.50  9.09 999 1007.5   8.2   9.4 999.0 99.0 99.00
2006 04 03 14 00 999  4.8  6.4  4.32 14.29 10.05 999 1007.8   8.2   9.4 999.0 99.0 99.00
2006 04 03 15 00 999  4.4  5.4  4.41 14.29 10.47 999 1008.1   8.3   9.4 999.0 99.0 99.00
2006 04 03 16 00 999  5.1  6.2  4.03 14.29 10.12 999 1008.7   8.6   9.4 999.0 99.0 99.00
2006 04 03 17 00 999  5.0  6.7  4.04 14.29 10.06 999 1009.3   8.6   9.4 999.0 99.0 99.00
2006 04 03 18 00 999  4.4  5.7  4.02 14.29  9.76 999 1010.1   8.6   9.4 999.0 99.0 99.00
2006 04 03 19 00 999  4.0  5.2  3.70 14.29  9.63 999 1010.6   8.7   9.5 999.0 99.0 99.00
2006 04 03 20 00 999  4.0  5.3  3.56 14.29  9.33 999 1011.0   8.7   9.5 999.0 99.0 99.00
2006 04 03 21 00 999  3.1  4.9  3.44 12.50  9.17 999 1011.5   8.7   9.7 999.0 99.0 99.00
2006 04 03 22 00 999  4.2  5.5  3.26 14.29  9.15 999 1011.8   8.7   9.5 999.0 99.0 99.00
2006 04 03 23 00 999  3.9  5.1  3.22 14.29  8.89 999 1012.0   8.7   9.7 999.0 99.0 99.00
2006 04 04 00 00 999  3.8  5.1  3.13 12.50  8.58 999 1012.4   8.7   9.7 999.0 99.0 99.00
2006 04 04 01 00 999  3.8  5.0  3.03 12.50  8.50 999 1012.6   9.0   9.5 999.0 99.0 99.00
2006 04 04 02 00 999  4.4  5.7  3.19 12.50  8.75 999 1012.6   8.9   9.5 999.0 99.0 99.00
2006 04 04 03 00 999  5.5  6.9  3.04 12.50  8.25 999 1012.6   8.7   9.5 999.0 99.0 99.00
2006 04 04 04 00 999  5.2  6.3  3.19 12.50  8.24 999 1012.9   8.6   9.4 999.0 99.0 99.00
2006 04 04 05 00 999  4.5  5.8  3.11 12.50  8.32 999 1013.9   8.6   9.4 999.0 99.0 99.00
2006 04 04 06 00 999  4.7  6.2  2.86 12.50  8.00 999 1014.1   8.6   9.4 999.0 99.0 99.00
2006 04 04 07 00 999  4.7  5.8  3.18 12.50  8.41 999 1014.0   8.6   9.4 999.0 99.0 99.00
2006 04 04 08 00 999  6.5  8.1  2.97 12.50  8.41 999 1013.6   8.6   9.4 999.0 99.0 99.00
2006 04 04 09 00 999  7.0  9.3  3.19 12.50  8.41 999 1013.3   8.6   9.4 999.0 99.0 99.00
2006 04 04 10 00 999  6.3  8.8  2.81 11.11  7.65 999 1012.9   8.2   9.4 999.0 99.0 99.00
2006 04 04 11 00 999  8.6 10.7  3.11 12.50  7.55 999 1012.5   8.6   9.4 999.0 99.0 99.00
2006 04 04 12 00 999  9.5 11.5  3.12 12.50  7.18 999 1012.2   8.0   9.2 999.0 99.0 99.00
2006 04 04 13 00 999  9.8 12.4  3.20 12.50  7.07 999 1011.7   7.7   9.1 999.0 99.0 99.00
2006 04 04 14 00 999 10.2 12.0  3.37 12.50  6.87 999 1011.2   7.3   9.1 999.0 99.0 99.00
2006 04 04 15 00 999 10.6 13.0  3.22  8.33  6.86 999 1010.4   7.7   9.1 999.0 99.0 99.00
2006 04 04 16 00 999  9.4 11.9  3.36 11.11  6.85 999 1010.3   8.3   9.1 999.0 99.0 99.00
2006 04 04 17 00 999  9.6 11.3  3.20 11.11  6.85 999 1010.1   8.6   9.1 999.0 99.0 99.00
2006 04 04 18 00 999 10.3 12.9  3.21  9.09  6.71 999 1009.7   8.9   9.1 999.0 99.0 99.00
2006 04 04 19 00 999  8.6 10.9  3.64  9.09  6.99 999 1009.5   8.6   9.1 999.0 99.0 99.00
2006 04 04 20 00 999 11.6 15.3  3.41  9.09  6.75 999 1009.1   8.7   9.4 999.0 99.0 99.00
2006 04 04 21 00 999 11.8 14.4  3.81 10.00  6.67 999 1008.7   8.7   9.4 999.0 99.0 99.00
2006 04 04 22 00 999 12.8 15.9  3.84  9.09  6.67 999 1008.0   8.7   9.4 999.0 99.0 99.00
2006 04 04 23 00 999 12.5 14.8  3.75  9.09  6.78 999 1007.2   9.0   9.4 999.0 99.0 99.00
2006 04 05 00 00 999 11.6 14.2  4.05  9.09  6.80 999 1006.7   8.6   9.4 999.0 99.0 99.00
2006 04 05 01 00 999 11.7 14.8  3.85 10.00  6.98 999 1006.4   9.1   9.4 999.0 99.0 99.00
2006 04 05 02 00 999 11.9 14.9  4.20 10.00  7.14 999 1006.3   9.0   9.4 999.0 99.0 99.00
2006 04 05 03 00 999 11.6 14.1  4.41 10.00  7.10 999 1006.3   8.6   9.4 999.0 99.0 99.00
2006 04 05 04 00 999 11.7 15.2  4.47  9.09  7.11 999 1006.2   8.7   9.4 999.0 99.0 99.00
2006 04 05 05 00 999 12.4 16.1  4.32  9.09  7.06 999 1006.8   8.9   9.4 999.0 99.0 99.00
2006 04 05 06 00 999 11.1 14.5  3.78 10.00  6.93 999 1007.3   8.7   9.4 999.0 99.0 99.00
2006 04 05 07 00 999  9.7 12.0  3.42 10.00  6.54 999 1007.2   8.7   9.4 999.0 99.0 99.00
2006 04 05 08 00 999  8.5 10.2  3.70 10.00  6.83 999 1007.9   8.9   9.4 999.0 99.0 99.00
2006 04 05 09 00 999  8.5 10.2  3.35  9.09  6.66 999 1008.5   9.0   9.4 999.0 99.0 99.00
2006 04 05 10 00 999  8.0  9.4  3.25  9.09  6.67 999 1008.4   8.7   9.4 999.0 99.0 99.00
2006 04 05 11 00 999  6.2  7.6  3.15  9.09  6.67 999 1008.7   8.9   9.4 999.0 99.0 99.00
2006 04 05 12 00 999  5.3  6.4  3.16  9.09  6.81 999 1009.3   9.0   9.2 999.0 99.0 99.00
2006 04 05 13 00 999  5.0  5.8  2.56  8.33  6.33 999 1009.4   9.0   9.1 999.0 99.0 99.00
2006 04 05 14 00 999  3.6  4.7  2.59  9.09  6.53 999 1009.5   9.0   9.1 999.0 99.0 99.00
2006 04 05 15 00 999  1.0  1.7  2.69  9.09  6.96 999 1010.1   9.0   9.0 999.0 99.0 99.00
2006 04 05 16 00 999  1.6  2.4  2.33  9.09  6.49 999 1010.3   9.0   9.0 999.0 99.0 99.00
2006 04 05 17 00 999  1.9  2.5  2.19  9.09  6.44 999 1010.6   9.4   9.1 999.0 99.0 99.00
2006 04 05 18 00 999  3.4  4.1  2.39  7.69  6.64 999 1011.1   8.6   9.1 999.0 99.0 99.00
2006 04 05 19 00 999  3.5  5.8  2.22  8.33  6.34 999 1011.7   8.6   9.1 999.0 99.0 99.00
2006 04 05 20 00 999  5.2  6.1  2.18  7.69  6.36 999 1011.8   8.7   9.2 999.0 99.0 99.00
2006 04 05 21 00 999  6.0  7.2  1.93  7.69  5.91 999 1011.7   9.2   9.4 999.0 99.0 99.00
2006 04 05 22 00 999  6.7  7.8  1.91  7.14  6.07 999 1011.3   9.4   9.4 999.0 99.0 99.00
